Date,City,AQI,PM2_5,PM10,CO,NO2,SO2
2026-03-08,Mumbai,72,32.9,59.3,0.52,20.7,3.6
2026-03-09,Mumbai,111,49.6,92.9,0.81,33.8,5.8
2026-03-10,Mumbai,71,26.9,54.5,0.51,17.2,4.4
2026-03-11,Mumbai,100,45.1,74.2,0.89,28.3,6.4
2026-03-12,Mumbai,98,40.8,76.2,0.75,27.3,6.0
2026-03-13,Mumbai,71,27.1,57.8,0.53,18.6,4.3
2026-03-14,Mumbai,86,40.0,64.2,0.7,22.7,5.3
2026-03-15,Mumbai,113,49.1,89.3,0.9,33.1,6.8
2026-03-16,Mumbai,93,42.9,75.8,0.76,27.0,5.4
2026-03-17,Mumbai,112,52.3,84.4,0.89,33.3,6.4
2026-03-18,Mumbai,83,37.6,68.2,0.74,23.0,5.0
2026-03-19,Mumbai,107,47.4,82.8,0.85,32.0,6.8
2026-03-20,Mumbai,102,45.3,86.1,0.84,29.1,5.7
2026-03-21,Mumbai,97,44.0,68.8,0.76,26.8,5.8
2026-03-22,Mumbai,88,39.2,64.1,0.7,26.7,6.3
2026-03-23,Mumbai,110,45.8,80.8,0.91,31.8,7.1
2026-03-24,Mumbai,80,34.9,68.8,0.64,20.4,5.5
2026-03-25,Mumbai,90,30.0,71.3,0.77,26.0,4.7
2026-03-26,Mumbai,94,41.5,67.8,0.82,24.2,5.8
2026-03-27,Mumbai,57,26.8,49.0,0.48,16.8,3.6
2026-03-28,Mumbai,106,46.5,73.0,0.9,32.0,6.5
2026-03-29,Mumbai,95,38.1,71.7,0.69,23.6,5.7
2026-03-30,Mumbai,64,29.8,47.2,0.48,14.5,3.4
2026-03-31,Mumbai,102,42.2,74.9,0.76,28.2,6.2
2026-04-01,Mumbai,97,44.9,65.9,0.72,26.9,6.2
2026-04-02,Mumbai,113,55.7,82.9,0.9,29.6,6.2
2026-04-03,Mumbai,114,49.0,91.7,0.84,32.9,6.3
2026-04-04,Mumbai,96,44.8,68.6,0.74,25.3,6.7
2026-04-05,Mumbai,102,46.1,75.5,0.83,27.3,6.0
2026-04-06,Mumbai,97,41.1,78.2,0.84,28.4,5.9
2026-04-07,Mumbai,73,34.1,52.8,0.57,16.6,4.6
2026-04-08,Mumbai,65,29.6,53.3,0.5,20.6,3.5
2026-04-09,Mumbai,105,43.3,83.9,0.88,30.3,6.1
2026-04-10,Mumbai,86,37.5,70.1,0.69,21.0,4.6
2026-04-11,Mumbai,95,44.2,65.1,0.67,25.3,4.8
2026-04-12,Mumbai,97,51.0,64.8,0.77,29.8,6.2
2026-04-13,Mumbai,110,49.1,76.7,0.87,31.3,7.2
2026-04-14,Mumbai,106,47.1,74.8,0.86,31.2,6.7
2026-04-15,Mumbai,87,39.6,61.9,0.75,24.0,4.5
2026-04-16,Mumbai,105,48.6,80.0,0.81,28.2,5.8
2026-04-17,Mumbai,101,42.9,80.6,0.76,28.5,6.1
2026-04-18,Mumbai,85,41.5,67.2,0.7,21.7,4.6
2026-04-19,Mumbai,81,38.7,61.1,0.69,24.7,4.5
2026-04-20,Mumbai,76,34.2,55.4,0.58,23.6,4.6
2026-04-21,Mumbai,105,44.8,82.1,0.79,30.3,6.5
2026-04-22,Mumbai,105,48.2,79.7,0.84,29.4,6.3
2026-04-23,Mumbai,104,47.0,72.5,0.82,29.6,6.3
2026-04-24,Mumbai,110,51.4,78.1,0.87,30.2,6.6
2026-04-25,Mumbai,100,46.8,75.9,0.86,28.5,5.6
2026-04-26,Mumbai,112,52.2,75.9,0.83,31.4,7.2
2026-04-27,Mumbai,123,54.7,97.6,0.99,31.4,7.4
2026-04-28,Mumbai,98,46.9,73.4,0.72,24.4,5.9
2026-04-29,Mumbai,85,36.7,64.9,0.63,25.8,5.7
2026-04-30,Mumbai,81,35.6,65.7,0.65,19.9,4.8
2026-05-01,Mumbai,100,48.3,78.0,0.78,28.3,5.3
2026-05-02,Mumbai,106,52.4,79.8,0.89,30.1,7.0
2026-05-03,Mumbai,54,23.7,48.7,0.48,17.8,3.2
2026-05-04,Mumbai,88,36.5,60.5,0.74,25.7,5.2
2026-05-05,Mumbai,112,50.8,88.8,0.94,29.2,6.9
2026-05-06,Mumbai,37,17.0,30.8,0.23,9.5,2.2
2026-05-07,Mumbai,100,44.2,69.1,0.8,24.7,5.9
2026-05-08,Mumbai,99,44.1,71.5,0.72,27.0,6.4
2026-05-09,Mumbai,121,61.8,99.2,0.91,33.1,7.2
2026-05-10,Mumbai,86,38.9,76.5,0.63,22.7,6.0
2026-05-11,Mumbai,99,45.7,79.4,0.82,28.1,6.4
2026-05-12,Mumbai,110,48.0,85.2,0.78,33.6,6.8
2026-05-13,Mumbai,93,37.0,63.3,0.72,27.7,4.5
2026-05-14,Mumbai,114,50.2,84.4,0.92,32.5,6.5
2026-05-15,Mumbai,112,43.4,81.7,0.9,30.7,5.8
2026-05-16,Mumbai,113,47.1,84.4,0.91,31.7,7.4
2026-05-17,Mumbai,73,34.1,54.5,0.61,23.2,4.4
2026-05-18,Mumbai,119,57.9,96.0,0.93,35.4,7.3
2026-05-19,Mumbai,112,52.1,85.4,0.92,31.9,6.9
2026-05-20,Mumbai,116,51.4,95.8,0.95,31.3,6.8
2026-05-21,Mumbai,117,50.4,80.3,0.87,29.3,6.4
2026-05-22,Mumbai,109,53.2,81.5,0.85,27.6,6.5
2026-05-23,Mumbai,100,43.9,85.3,0.83,27.6,6.3
2026-05-24,Mumbai,50,20.1,46.0,0.34,13.3,3.2
2026-05-25,Mumbai,12,7.4,7.5,0.13,4.5,0.6
2026-05-26,Mumbai,119,51.6,96.0,1.01,36.9,7.2
2026-05-27,Mumbai,108,54.8,79.3,0.82,29.9,6.0
2026-05-28,Mumbai,96,41.4,70.6,0.82,28.1,5.8
2026-05-29,Mumbai,99,44.6,72.1,0.79,28.7,5.9
2026-05-30,Mumbai,110,47.0,79.5,0.84,29.7,7.2
2026-05-31,Mumbai,117,49.4,89.9,0.92,31.4,6.3
2026-06-01,Mumbai,124,51.7,92.7,0.94,36.3,7.3
2026-06-02,Mumbai,12,5.1,10.5,0.1,3.3,0.5
2026-06-03,Mumbai,94,38.9,74.1,0.74,25.0,4.9
2026-06-04,Mumbai,92,39.3,73.4,0.71,26.6,5.2
2026-06-05,Mumbai,128,56.5,89.8,1.01,39.5,8.6
2026-06-06,Mumbai,37,16.2,29.3,0.31,10.3,2.4
2026-06-07,Mumbai,118,52.2,82.5,0.92,34.6,7.1
2026-06-08,Mumbai,35,14.9,21.0,0.27,7.8,1.6
2026-06-09,Mumbai,60,25.7,41.3,0.56,18.4,3.4
2026-06-10,Mumbai,113,50.1,81.3,0.93,31.0,6.8
2026-06-11,Mumbai,115,54.5,83.5,0.94,29.9,7.1
2026-06-12,Mumbai,101,46.6,74.3,0.91,26.5,6.5
2026-06-13,Mumbai,98,45.6,76.4,0.79,26.4,6.0
2026-06-14,Mumbai,118,58.5,84.1,0.92,33.6,7.0
2026-06-15,Mumbai,113,54.1,70.6,0.87,28.2,6.2
2026-06-16,Mumbai,127,58.9,100.0,1.01,37.1,6.7
2026-06-17,Mumbai,124,53.3,90.3,1.02,35.4,7.5
2026-06-18,Mumbai,107,48.4,85.1,0.83,32.6,6.0
2026-06-19,Mumbai,78,39.7,55.1,0.68,25.8,4.8
2026-06-20,Mumbai,113,48.5,91.3,0.97,34.5,6.8
2026-06-21,Mumbai,89,39.9,62.3,0.77,28.2,4.8
2026-06-22,Mumbai,100,45.1,79.8,0.74,28.5,5.7
2026-06-23,Mumbai,118,50.7,92.4,0.94,31.2,7.1
2026-06-24,Mumbai,80,34.3,61.7,0.55,17.3,3.6
2026-06-25,Mumbai,124,55.6,90.3,1.04,33.9,7.6
2026-06-26,Mumbai,99,43.1,75.7,0.83,27.4,5.7
2026-06-27,Mumbai,112,43.5,85.4,0.84,32.6,6.7
2026-06-28,Mumbai,106,49.8,74.9,0.87,30.2,6.3
2026-06-29,Mumbai,107,49.9,83.8,0.86,27.8,6.2
2026-06-30,Mumbai,112,52.5,76.1,0.87,30.6,6.7
2026-07-01,Mumbai,99,43.9,72.7,0.74,27.5,5.7
2026-07-02,Mumbai,132,56.7,99.4,1.02,35.8,8.1
2026-07-03,Mumbai,109,47.8,80.4,0.8,33.3,6.9
2026-07-04,Mumbai,117,47.9,84.8,0.92,28.9,7.5
2026-07-05,Mumbai,116,58.4,81.8,0.93,35.1,6.8
2026-07-06,Mumbai,113,45.3,90.4,0.9,30.2,6.9
2026-07-07,Mumbai,113,51.4,83.7,0.99,31.4,7.6
2026-07-08,Mumbai,114,52.4,84.9,0.96,32.1,6.4
2026-07-09,Mumbai,112,51.7,79.5,0.89,33.5,6.9
2026-07-10,Mumbai,96,47.4,74.7,0.82,22.3,5.9
2026-07-11,Mumbai,85,43.4,56.4,0.74,27.1,4.1
2026-07-12,Mumbai,107,50.0,78.6,0.83,31.3,6.1
2026-07-13,Mumbai,100,47.4,83.8,0.83,28.3,5.7
2026-07-14,Mumbai,107,51.5,79.5,0.91,29.3,6.1
2026-07-15,Mumbai,33,14.6,18.7,0.35,8.0,2.4
2026-07-16,Mumbai,118,49.3,83.5,0.93,31.3,7.9
2026-07-17,Mumbai,114,54.0,88.1,0.93,32.0,7.5
2026-07-18,Mumbai,119,58.7,82.8,0.99,30.5,7.0
2026-07-19,Mumbai,126,55.2,93.6,0.94,33.3,7.8
2026-07-20,Mumbai,113,48.8,91.4,0.84,30.9,6.5
2026-07-21,Mumbai,101,45.6,75.2,0.72,30.0,6.0
2026-07-22,Mumbai,111,47.7,78.7,0.96,27.5,6.1
2026-07-23,Mumbai,126,58.6,92.9,1.07,36.2,7.7
2026-07-24,Mumbai,119,54.9,91.8,1.06,32.9,7.1
2026-07-25,Mumbai,100,44.8,84.3,0.85,26.9,6.0
2026-07-26,Mumbai,113,47.9,85.5,0.88,29.6,7.0
2026-07-27,Mumbai,92,36.7,58.6,0.71,22.6,4.6
2026-07-28,Mumbai,125,56.0,92.4,0.99,32.7,7.7
2026-07-29,Mumbai,112,48.1,81.0,0.83,30.5,6.6
2026-07-30,Mumbai,79,35.7,58.9,0.64,24.0,5.0
2026-07-31,Mumbai,126,54.2,92.0,1.04,36.6,7.2
2026-08-01,Mumbai,100,42.2,77.4,0.8,25.2,5.8
2026-08-02,Mumbai,136,61.8,113.5,1.02,39.6,6.9
2026-08-03,Mumbai,23,12.2,21.4,0.14,8.5,1.1
2026-08-04,Mumbai,107,46.9,74.6,0.93,30.1,7.0
2026-08-05,Mumbai,44,16.9,39.1,0.38,10.2,2.9
2026-08-06,Mumbai,12,10.2,13.1,0.1,5.9,0.1
2026-08-07,Mumbai,86,37.9,75.7,0.63,20.7,4.4
2026-08-08,Mumbai,62,26.1,45.7,0.53,17.0,3.8
2026-08-09,Mumbai,98,42.8,72.7,0.8,29.2,5.5
2026-08-10,Mumbai,91,43.0,72.9,0.74,26.0,5.2
2026-08-11,Mumbai,117,55.2,88.0,1.06,29.6,7.1
2026-08-12,Mumbai,104,49.4,70.1,0.77,27.9,6.4
2026-08-13,Mumbai,104,45.0,77.1,0.82,32.1,6.6
2026-08-14,Mumbai,94,48.6,73.0,0.7,26.8,5.9
2026-08-15,Mumbai,101,42.3,76.2,0.79,31.2,6.4
2026-08-16,Mumbai,114,52.6,91.8,0.84,29.9,6.8
2026-08-17,Mumbai,106,47.5,77.9,0.83,30.4,6.9
2026-08-18,Mumbai,109,56.4,91.6,0.94,31.8,7.5
2026-08-19,Mumbai,57,23.2,40.1,0.41,16.2,3.6
2026-08-20,Mumbai,86,38.7,65.2,0.77,25.3,5.6
2026-08-21,Mumbai,96,38.4,62.9,0.87,25.8,5.5
2026-08-22,Mumbai,48,23.3,39.4,0.47,16.4,2.5
2026-08-23,Mumbai,114,50.1,84.8,0.86,28.5,6.8
2026-08-24,Mumbai,91,43.7,66.8,0.74,28.2,4.7
2026-08-25,Mumbai,100,45.5,76.6,0.86,29.7,6.0
2026-08-26,Mumbai,114,52.3,78.2,0.9,32.4,7.1
2026-08-27,Mumbai,99,40.7,73.1,0.89,26.1,6.5
2026-08-28,Mumbai,133,60.0,96.4,1.09,37.6,7.6
2026-08-29,Mumbai,107,49.5,84.9,0.84,29.8,6.8
2026-08-30,Mumbai,95,41.9,67.5,0.72,31.9,5.6
2026-08-31,Mumbai,124,60.9,92.1,1.01,34.9,6.6
2026-09-01,Mumbai,97,43.8,70.6,0.87,26.7,6.8
2026-09-02,Mumbai,107,53.9,82.8,0.88,28.9,6.7
2026-09-03,Mumbai,117,52.2,86.1,0.92,36.0,7.4
2026-09-04,Mumbai,127,58.1,95.4,1.04,37.7,7.5
2026-09-05,Mumbai,105,48.3,66.7,0.88,26.9,6.7
2026-09-06,Mumbai,120,55.0,92.7,1.01,32.6,7.6
2026-09-07,Mumbai,126,62.0,89.0,1.03,33.4,7.1
2026-09-08,Mumbai,112,50.6,89.7,0.88,31.1,6.8
2026-09-09,Mumbai,101,43.3,81.3,0.78,30.6,6.4
2026-09-10,Mumbai,94,43.9,73.1,0.77,26.0,5.2
2026-09-11,Mumbai,122,54.6,87.1,1.0,32.7,6.8
2026-09-12,Mumbai,111,48.0,78.7,0.93,30.9,7.3
2026-09-13,Mumbai,100,39.8,75.7,0.89,29.1,7.6
2026-09-14,Mumbai,101,46.2,65.0,0.83,28.6,5.9
2026-09-15,Mumbai,107,47.9,79.4,0.96,29.2,6.5
2026-09-16,Mumbai,106,50.1,80.4,0.83,25.8,6.5
2026-09-17,Mumbai,114,51.1,79.6,0.98,33.6,7.6
2026-09-18,Mumbai,120,55.8,84.3,1.05,31.7,7.1
2026-09-19,Mumbai,118,55.4,91.4,0.92,31.8,8.3
2026-09-20,Mumbai,103,45.9,73.7,0.84,29.2,6.2
2026-09-21,Mumbai,110,54.8,79.5,0.88,29.5,6.7
2026-09-22,Mumbai,94,40.7,63.2,0.76,27.2,6.6
2026-09-23,Mumbai,105,45.9,72.0,0.78,26.8,7.2
2026-09-24,Mumbai,109,47.3,77.0,0.83,29.3,7.2
2026-09-25,Mumbai,113,46.5,96.3,0.85,30.5,7.4
2026-09-26,Mumbai,111,48.5,77.1,0.84,29.3,6.7
2026-09-27,Mumbai,103,45.9,77.1,0.77,29.4,6.8
2026-09-28,Mumbai,75,33.2,56.7,0.66,19.2,5.2
2026-09-29,Mumbai,107,48.2,86.3,0.8,31.0,6.6
2026-09-30,Mumbai,62,29.3,47.9,0.49,19.1,3.4
2026-10-01,Mumbai,55,24.4,38.2,0.47,15.0,2.6
2026-10-02,Mumbai,96,45.6,65.9,0.78,27.0,5.6
2026-10-03,Mumbai,115,52.3,90.0,0.93,31.7,6.9
2026-10-04,Mumbai,103,49.6,87.0,0.84,27.1,6.0
2026-10-05,Mumbai,97,46.0,69.8,0.62,32.1,5.5
2026-10-06,Mumbai,111,55.0,77.2,0.94,29.9,6.0
2026-10-07,Mumbai,108,51.4,85.6,0.88,31.4,5.9
2026-10-08,Mumbai,110,46.7,75.6,0.9,33.1,6.4
2026-10-09,Mumbai,106,44.3,79.5,0.89,31.3,6.6
2026-10-10,Mumbai,105,45.3,82.7,0.88,29.1,6.1
2026-10-11,Mumbai,121,53.4,94.5,0.96,31.8,8.1
2026-10-12,Mumbai,109,46.9,74.8,0.81,29.8,7.5
2026-10-13,Mumbai,37,21.0,27.1,0.24,9.4,1.6
2026-10-14,Mumbai,96,40.5,62.5,0.84,27.3,5.4
2026-10-15,Mumbai,110,47.0,69.1,1.03,31.2,6.3
2026-10-16,Mumbai,94,37.8,78.8,0.83,27.8,5.1
2026-10-17,Mumbai,119,54.9,92.5,0.97,30.3,6.5
2026-10-18,Mumbai,38,19.0,21.6,0.3,10.3,2.7
2026-10-19,Mumbai,103,43.3,84.5,0.77,31.0,5.9
2026-10-20,Mumbai,114,52.0,86.5,0.95,32.7,7.2
2026-10-21,Mumbai,105,43.5,80.1,0.81,27.2,6.2
2026-10-22,Mumbai,103,47.1,82.5,0.89,29.5,6.4
2026-10-23,Mumbai,101,47.8,78.2,0.81,32.6,5.8
2026-10-24,Mumbai,91,36.9,72.3,0.8,21.7,5.5
2026-10-25,Mumbai,19,9.3,16.1,0.16,3.1,2.3
2026-10-26,Mumbai,43,20.7,29.0,0.23,10.2,1.9
2026-10-27,Mumbai,113,49.0,82.2,0.85,31.8,6.4
2026-10-28,Mumbai,112,51.3,81.1,0.94,31.4,6.7
2026-10-29,Mumbai,12,5.2,10.6,0.16,1.9,1.9
2026-10-30,Mumbai,105,42.7,74.5,0.91,31.9,6.3
2026-10-31,Mumbai,98,40.6,80.1,0.73,29.1,6.6
2026-11-01,Mumbai,99,47.5,83.5,0.81,27.4,5.9
2026-11-02,Mumbai,78,32.8,60.7,0.62,22.5,3.9
2026-11-03,Mumbai,98,47.2,67.9,0.78,23.7,5.2
2026-11-04,Mumbai,85,37.3,72.9,0.7,24.9,4.6
2026-11-05,Mumbai,106,45.5,74.2,0.88,31.4,6.6
2026-11-06,Mumbai,87,40.1,55.7,0.76,21.8,4.7
2026-11-07,Mumbai,100,45.6,74.6,0.74,30.3,5.2
2026-11-08,Mumbai,72,32.1,47.7,0.64,17.8,5.1
2026-11-09,Mumbai,66,33.4,58.9,0.53,16.5,3.9
2026-11-10,Mumbai,54,22.2,41.3,0.42,13.6,3.1
2026-11-11,Mumbai,79,38.4,51.2,0.62,21.8,4.1
2026-11-12,Mumbai,106,48.1,82.1,0.85,27.9,7.4
2026-11-13,Mumbai,116,53.9,92.0,0.94,35.1,7.0
2026-11-14,Mumbai,64,30.7,55.9,0.59,19.1,4.1
2026-11-15,Mumbai,102,48.9,83.0,0.8,31.2,6.3
2026-11-16,Mumbai,93,46.0,73.5,0.79,25.3,6.3
2026-11-17,Mumbai,103,46.7,82.8,0.95,26.5,5.8
2026-11-18,Mumbai,128,58.9,97.0,1.02,38.3,9.0
2026-11-19,Mumbai,80,35.7,58.2,0.68,24.8,5.6
2026-11-20,Mumbai,103,53.9,74.4,0.78,31.8,6.2
2026-11-21,Mumbai,44,18.9,34.3,0.32,10.3,2.5
2026-11-22,Mumbai,92,43.3,59.3,0.74,26.8,5.5
2026-11-23,Mumbai,109,44.9,78.2,0.86,31.9,6.6
2026-11-24,Mumbai,122,52.5,84.5,1.07,31.3,7.7
2026-11-25,Mumbai,92,35.2,67.1,0.78,23.3,5.8
2026-11-26,Mumbai,104,43.0,76.9,0.91,30.4,6.1
2026-11-27,Mumbai,17,5.6,18.3,0.19,5.0,1.1
2026-11-28,Mumbai,59,22.5,42.4,0.47,18.6,4.0
2026-11-29,Mumbai,68,34.2,46.3,0.6,17.5,4.7
2026-11-30,Mumbai,87,33.2,68.9,0.74,23.4,5.0
2026-12-01,Mumbai,97,37.9,60.9,0.84,25.5,6.7
2026-12-02,Mumbai,37,21.4,24.5,0.22,8.2,2.0
2026-12-03,Mumbai,78,33.7,57.5,0.56,19.8,4.6
2026-12-04,Mumbai,71,29.3,54.7,0.57,20.0,3.9
2026-12-05,Mumbai,92,46.5,72.2,0.79,25.6,5.4
2026-12-06,Mumbai,100,39.5,69.4,0.76,27.1,5.6
2026-12-07,Mumbai,90,40.7,74.5,0.84,22.7,5.5
2026-12-08,Mumbai,39,17.5,23.8,0.27,11.4,1.9
2026-12-09,Mumbai,107,47.4,81.0,0.81,30.3,6.0
2026-12-10,Mumbai,98,48.1,74.8,0.8,29.1,5.2
2026-12-11,Mumbai,58,22.9,47.9,0.5,14.4,4.0
2026-12-12,Mumbai,114,57.0,86.5,0.91,30.9,6.0
2026-12-13,Mumbai,97,42.8,74.1,0.7,26.7,6.1
2026-12-14,Mumbai,87,33.6,68.8,0.68,24.0,4.0
2026-12-15,Mumbai,114,51.8,77.8,0.93,32.6,7.5
2026-12-16,Mumbai,68,30.6,47.8,0.57,17.5,3.6
2026-12-17,Mumbai,68,26.9,59.0,0.64,18.1,3.4
2026-12-18,Mumbai,51,21.5,44.1,0.37,15.4,3.1
2026-12-19,Mumbai,65,30.0,53.1,0.52,18.4,3.5
2026-12-20,Mumbai,108,51.7,78.9,0.86,33.1,5.9
2026-12-21,Mumbai,70,29.8,61.4,0.56,22.1,3.8
2026-12-22,Mumbai,59,25.8,45.6,0.45,18.0,3.4
2026-12-23,Mumbai,81,38.1,56.3,0.63,25.8,5.7
2026-12-24,Mumbai,89,41.8,64.0,0.7,23.7,4.5
2026-12-25,Mumbai,89,40.9,63.4,0.77,24.0,5.0
2026-12-26,Mumbai,80,31.4,64.5,0.62,24.4,5.4
2026-12-27,Mumbai,81,34.0,54.5,0.58,24.9,4.8
2026-12-28,Mumbai,93,41.5,75.2,0.78,26.9,5.9
2026-12-29,Mumbai,108,49.5,82.1,0.86,31.7,6.7
2026-12-30,Mumbai,90,42.1,68.7,0.75,25.0,5.8
2026-12-31,Mumbai,97,45.8,70.5,0.76,28.4,5.7
2024-01-01,Bengaluru,55,26.4,41.4,0.48,14.4,3.8
2024-01-02,Bengaluru,55,28.5,39.0,0.38,14.2,3.2
2024-01-03,Bengaluru,53,30.4,41.5,0.42,14.1,3.6
2024-01-04,Bengaluru,39,22.9,34.9,0.37,12.6,2.3
2024-01-05,Bengaluru,40,17.9,32.1,0.25,10.9,2.0
2024-01-06,Bengaluru,52,21.8,40.6,0.38,17.8,2.3
2024-01-07,Bengaluru,49,18.2,34.2,0.4,14.2,3.1
2024-01-08,Bengaluru,48,19.7,35.2,0.39,13.8,2.8
2024-01-09,Bengaluru,44,20.1,34.0,0.33,10.2,2.7
2024-01-10,Bengaluru,20,10.3,10.9,0.2,4.9,1.6
2024-01-11,Bengaluru,31,15.0,20.7,0.22,5.5,2.1
2024-01-12,Bengaluru,44,21.1,34.4,0.31,14.3,3.1
2024-01-13,Bengaluru,27,13.7,24.6,0.19,7.0,1.9
2024-01-14,Bengaluru,27,8.9,15.3,0.13,9.7,0.6
2024-01-15,Bengaluru,51,25.4,36.8,0.37,14.7,3.1
2024-01-16,Bengaluru,51,15.1,33.7,0.44,14.4,3.4
2024-01-17,Bengaluru,32,14.0,22.5,0.37,12.0,2.2
2024-01-18,Bengaluru,39,19.2,33.4,0.33,9.4,3.2
2024-01-19,Bengaluru,36,22.2,27.9,0.28,12.8,2.3
2024-01-20,Bengaluru,45,16.6,37.1,0.34,11.7,2.5
2024-01-21,Bengaluru,41,13.8,29.7,0.38,9.0,2.5
2024-01-22,Bengaluru,36,15.0,35.3,0.21,11.6,1.9
2024-01-23,Bengaluru,32,11.1,27.8,0.25,8.3,2.0
2024-01-24,Bengaluru,34,9.3,23.0,0.32,6.5,1.5
2024-01-25,Bengaluru,36,14.0,26.9,0.23,9.3,2.1
2024-01-26,Bengaluru,12,9.1,7.7,0.19,3.0,1.1
2024-01-27,Bengaluru,62,28.3,39.6,0.5,16.1,3.6
2024-01-28,Bengaluru,28,8.9,22.5,0.18,7.2,2.1
2024-01-29,Bengaluru,44,19.1,29.8,0.37,15.7,2.2
2024-01-30,Bengaluru,56,28.8,48.8,0.46,18.0,2.9
2024-01-31,Bengaluru,36,18.5,28.5,0.28,5.1,1.9
2024-02-01,Bengaluru,30,15.0,21.5,0.21,13.7,2.3
2024-02-02,Bengaluru,77,41.3,61.8,0.58,19.8,5.1
2024-02-03,Bengaluru,18,7.9,2.6,0.15,6.7,1.2
2024-02-04,Bengaluru,45,26.1,33.0,0.5,13.0,3.2
2024-02-05,Bengaluru,32,19.3,29.2,0.33,9.1,1.3
2024-02-06,Bengaluru,48,16.5,34.3,0.39,18.2,3.0
2024-02-07,Bengaluru,46,20.5,27.8,0.37,13.1,2.3
2024-02-08,Bengaluru,25,9.8,19.1,0.18,4.9,1.6
2024-02-09,Bengaluru,24,11.2,15.2,0.22,6.3,0.8
2024-02-10,Bengaluru,53,24.9,39.2,0.35,13.4,4.2
2024-02-11,Bengaluru,12,4.6,8.9,0.11,0.5,0.8
2024-02-12,Bengaluru,30,13.8,19.2,0.2,10.1,1.7
2024-02-13,Bengaluru,41,20.0,37.1,0.27,13.3,2.5
2024-02-14,Bengaluru,40,14.6,33.0,0.27,12.2,3.4
2024-02-15,Bengaluru,38,21.3,24.9,0.34,8.4,2.2
2024-02-16,Bengaluru,59,24.7,49.8,0.52,18.7,2.9
2024-02-17,Bengaluru,41,18.0,36.2,0.25,12.2,2.6
2024-02-18,Bengaluru,21,6.8,6.6,0.13,7.0,1.4
2024-02-19,Bengaluru,44,16.7,38.6,0.35,12.4,3.1
2024-02-20,Bengaluru,38,17.8,30.6,0.28,11.9,2.5
2024-02-21,Bengaluru,68,30.2,53.6,0.58,19.2,4.6
2024-02-22,Bengaluru,45,14.9,26.7,0.42,12.1,2.8
2024-02-23,Bengaluru,51,22.9,38.4,0.36,15.0,3.4
2024-02-24,Bengaluru,12,2.6,22.1,0.1,2.0,1.1
2024-02-25,Bengaluru,50,19.2,39.9,0.36,17.2,3.2
2024-02-26,Bengaluru,38,17.4,33.0,0.31,14.9,2.8
2024-02-27,Bengaluru,42,16.1,30.8,0.36,10.1,3.2
2024-02-28,Bengaluru,36,14.3,24.2,0.33,8.5,1.3
2024-02-29,Bengaluru,52,22.1,33.7,0.38,18.0,2.8
2024-03-01,Bengaluru,63,27.0,41.1,0.47,15.0,4.3
2024-03-02,Bengaluru,47,28.6,31.7,0.33,16.2,3.3
2024-03-03,Bengaluru,71,28.6,62.0,0.56,19.0,4.8
2024-03-04,Bengaluru,41,15.0,31.0,0.29,5.5,2.0
2024-03-05,Bengaluru,42,15.4,34.4,0.3,12.7,1.9
2024-03-06,Bengaluru,53,20.0,28.0,0.49,13.1,4.1
2024-03-07,Bengaluru,56,27.6,47.2,0.45,15.9,4.0
2024-03-08,Bengaluru,43,17.2,35.2,0.24,14.7,3.3
2024-03-09,Bengaluru,49,25.5,36.3,0.39,11.3,3.8
2024-03-10,Bengaluru,58,27.1,44.8,0.4,12.8,3.5
2024-03-11,Bengaluru,45,20.0,39.1,0.37,14.1,2.9
2024-03-12,Bengaluru,65,26.2,50.1,0.52,20.0,3.8
2024-03-13,Bengaluru,36,15.5,22.4,0.36,12.4,1.6
2024-03-14,Bengaluru,46,15.2,39.4,0.33,13.6,1.8
2024-03-15,Bengaluru,34,16.7,22.0,0.23,12.3,3.1
2024-03-16,Bengaluru,52,20.1,47.8,0.34,14.0,3.1
2024-03-17,Bengaluru,58,28.8,41.2,0.42,18.2,3.2
2024-03-18,Bengaluru,12,1.3,11.8,0.12,0.9,1.2
2024-03-19,Bengaluru,52,25.6,37.1,0.42,14.7,3.0
2024-03-20,Bengaluru,52,27.2,44.4,0.36,16.5,3.7
2024-03-21,Bengaluru,42,20.4,34.0,0.29,11.0,2.9
2024-03-22,Bengaluru,43,22.3,38.8,0.4,16.0,2.5
2024-03-23,Bengaluru,45,21.2,33.4,0.39,9.2,2.8
2024-03-24,Bengaluru,32,11.5,27.7,0.25,10.4,1.8
2024-03-25,Bengaluru,74,32.6,45.7,0.6,16.4,3.7
2024-03-26,Bengaluru,40,15.0,27.3,0.27,8.4,3.2
2024-03-27,Bengaluru,41,11.8,28.9,0.27,9.7,2.8
2024-03-28,Bengaluru,61,24.0,48.0,0.55,18.2,2.4
2024-03-29,Bengaluru,33,15.0,23.5,0.25,7.3,1.3
2024-03-30,Bengaluru,88,39.7,69.2,0.7,24.7,5.2
2024-03-31,Bengaluru,63,23.8,49.2,0.51,19.5,4.1
2024-04-01,Bengaluru,31,17.3,27.1,0.28,13.2,2.9
2024-04-02,Bengaluru,69,32.7,57.2,0.52,18.2,4.5
2024-04-03,Bengaluru,38,18.9,29.3,0.26,10.7,2.9
2024-04-04,Bengaluru,47,21.4,36.9,0.4,12.5,3.0
2024-04-05,Bengaluru,30,11.1,19.1,0.26,8.7,1.7
2024-04-06,Bengaluru,74,34.4,54.1,0.54,19.1,3.7
