Date,City,Water_Usage,Water_Loss,Reservoir_Level,Daily_Supply,Water_Quality
2026-03-22,Mumbai,924.0,19.5,20.0,1104.5,70.0
2026-03-23,Mumbai,991.0,20.5,20.0,1194.2,70.0
2026-03-24,Mumbai,908.7,18.6,22.0,1077.7,69.2
2026-03-25,Mumbai,934.5,18.3,20.0,1105.3,69.9
2026-03-26,Mumbai,937.7,16.4,20.0,1091.9,69.7
2026-03-27,Mumbai,1000.8,15.7,47.9,1158.3,68.1
2026-03-28,Mumbai,1035.4,18.9,37.7,1231.2,70.7
2026-03-29,Mumbai,995.3,17.9,28.0,1173.1,68.3
2026-03-30,Mumbai,997.5,17.1,46.0,1168.4,69.6
2026-03-31,Mumbai,944.2,18.3,36.4,1117.4,70.6
2026-04-01,Mumbai,1018.6,15.7,26.1,1178.8,70.9
2026-04-02,Mumbai,1001.0,18.4,20.0,1184.8,70.4
2026-04-03,Mumbai,1077.2,17.4,20.0,1264.8,69.3
2026-04-04,Mumbai,985.1,17.2,20.0,1154.4,69.1
2026-04-05,Mumbai,978.1,17.7,20.0,1151.6,70.0
2026-04-06,Mumbai,956.3,17.3,20.0,1121.7,70.4
2026-04-07,Mumbai,1011.5,16.9,20.0,1182.6,70.5
2026-04-08,Mumbai,993.0,18.1,23.8,1172.7,70.2
2026-04-09,Mumbai,947.0,18.7,20.0,1124.0,70.1
2026-04-10,Mumbai,1010.4,16.7,20.0,1178.7,71.1
2026-04-11,Mumbai,976.3,16.9,28.3,1141.5,69.6
2026-04-12,Mumbai,944.4,18.2,20.0,1116.1,69.5
2026-04-13,Mumbai,990.5,19.4,20.0,1182.8,70.3
2026-04-14,Mumbai,1004.5,18.0,20.0,1185.0,70.7
2026-04-15,Mumbai,945.4,18.6,20.0,1121.7,70.1
2026-04-16,Mumbai,969.3,18.7,20.0,1150.5,69.6
2026-04-17,Mumbai,981.0,18.1,20.0,1158.4,69.6
2026-04-18,Mumbai,961.3,17.3,26.5,1127.9,66.9
2026-04-19,Mumbai,1005.1,16.4,33.7,1170.2,69.7
2026-04-20,Mumbai,997.8,21.3,48.9,1210.7,67.8
2026-04-21,Mumbai,1025.1,17.4,38.4,1203.5,67.9
2026-04-22,Mumbai,1020.9,17.8,28.2,1202.8,70.0
2026-04-23,Mumbai,983.1,17.3,20.0,1153.2,69.6
2026-04-24,Mumbai,976.7,17.4,20.0,1146.2,69.7
2026-04-25,Mumbai,992.8,18.8,20.0,1179.2,67.7
2026-04-26,Mumbai,1032.6,18.0,20.0,1218.0,69.6
2026-04-27,Mumbai,1010.9,15.8,20.0,1170.6,70.2
2026-04-28,Mumbai,1023.9,16.8,20.0,1195.8,72.2
2026-04-29,Mumbai,975.0,18.6,20.0,1156.5,69.8
2026-04-30,Mumbai,1011.0,20.5,27.5,1218.5,69.0
2026-05-01,Mumbai,997.4,18.0,20.0,1176.5,69.5
2026-05-02,Mumbai,989.9,17.1,20.0,1159.0,68.5
2026-05-03,Mumbai,1062.5,18.4,35.1,1257.8,67.5
2026-05-04,Mumbai,1041.6,15.6,34.7,1203.6,69.2
2026-05-05,Mumbai,996.1,18.8,24.6,1183.0,70.2
2026-05-06,Mumbai,956.2,18.1,56.8,1129.0,67.1
2026-05-07,Mumbai,986.0,18.9,46.8,1172.3,71.0
2026-05-08,Mumbai,1014.0,18.4,39.5,1200.7,69.1
2026-05-09,Mumbai,1032.9,18.0,29.3,1218.3,70.9
2026-05-10,Mumbai,1091.3,19.3,29.7,1301.4,69.4
2026-05-11,Mumbai,1010.3,18.0,20.0,1191.7,68.4
2026-05-12,Mumbai,1013.2,18.2,20.0,1197.5,69.7
2026-05-13,Mumbai,1006.2,16.9,23.0,1176.4,70.6
2026-05-14,Mumbai,994.0,16.1,20.0,1154.2,69.4
2026-05-15,Mumbai,1053.9,18.3,20.0,1246.2,68.9
2026-05-16,Mumbai,1027.9,18.1,20.0,1213.9,70.8
2026-05-17,Mumbai,1030.4,19.0,39.2,1226.6,67.9
2026-05-18,Mumbai,1052.4,17.8,28.5,1239.3,70.7
2026-05-19,Mumbai,982.8,19.6,28.8,1175.2,68.0
2026-05-20,Mumbai,995.5,18.9,20.0,1183.6,70.2
2026-05-21,Mumbai,1090.9,18.7,20.0,1295.2,70.5
2026-05-22,Mumbai,1096.6,17.1,20.0,1284.0,71.8
2026-05-23,Mumbai,1032.1,19.6,20.0,1234.5,69.4
2026-05-24,Mumbai,1075.1,17.4,47.2,1261.7,66.5
2026-05-25,Mumbai,1010.1,17.4,100.0,1185.8,65.0
2026-05-26,Mumbai,1046.7,17.8,95.7,1233.4,71.0
2026-05-27,Mumbai,1063.2,14.8,85.2,1221.1,69.8
2026-05-28,Mumbai,994.2,18.3,88.2,1176.6,69.5
2026-05-29,Mumbai,1017.1,20.1,85.3,1221.5,71.1
2026-05-30,Mumbai,995.2,19.1,75.4,1185.8,71.2
2026-05-31,Mumbai,1002.6,18.2,65.2,1185.5,71.7
2026-06-01,Mumbai,1037.9,20.8,54.9,1254.0,70.0
2026-06-02,Mumbai,978.0,18.4,100.0,1157.8,63.1
2026-06-03,Mumbai,1016.8,18.0,89.8,1199.4,70.2
2026-06-04,Mumbai,1104.4,15.8,86.9,1278.6,70.1
2026-06-05,Mumbai,1091.8,16.0,76.0,1266.5,71.4
2026-06-06,Mumbai,984.3,17.6,100.0,1158.0,65.7
2026-06-07,Mumbai,991.1,18.0,90.2,1169.1,69.4
2026-06-08,Mumbai,1048.6,19.9,100.0,1257.2,65.4
2026-06-09,Mumbai,1062.3,18.4,100.0,1257.6,67.0
2026-06-10,Mumbai,1030.5,16.0,89.8,1195.1,70.1
2026-06-11,Mumbai,1044.5,16.2,84.1,1213.5,70.0
2026-06-12,Mumbai,1005.8,17.4,82.4,1181.2,71.1
2026-06-13,Mumbai,945.5,18.5,73.2,1120.2,70.3
2026-06-14,Mumbai,1012.1,18.1,63.1,1194.9,71.6
2026-06-15,Mumbai,1020.8,17.9,52.9,1203.1,71.0
2026-06-16,Mumbai,1023.7,18.8,46.6,1216.4,68.9
2026-06-17,Mumbai,1049.5,18.6,36.1,1244.5,71.5
2026-06-18,Mumbai,1069.7,16.2,25.4,1243.1,69.4
2026-06-19,Mumbai,1038.4,15.8,46.3,1202.6,68.8
2026-06-20,Mumbai,1053.2,19.7,35.7,1260.4,71.4
2026-06-21,Mumbai,1032.3,18.4,55.7,1222.5,69.0
2026-06-22,Mumbai,923.0,18.4,46.6,1092.8,69.0
2026-06-23,Mumbai,1027.8,16.2,39.2,1194.6,69.3
2026-06-24,Mumbai,1089.7,19.6,48.2,1303.5,66.5
2026-06-25,Mumbai,1060.3,16.8,37.5,1239.0,68.8
2026-06-26,Mumbai,1044.4,17.3,39.0,1225.1,69.6
2026-06-27,Mumbai,1110.3,16.3,27.7,1291.0,70.3
2026-06-28,Mumbai,1018.4,16.3,27.7,1184.9,70.0
2026-06-29,Mumbai,1034.1,17.3,20.0,1212.7,68.9
2026-06-30,Mumbai,1015.1,17.7,20.0,1194.7,71.3
2026-07-01,Mumbai,947.1,17.4,20.0,1111.6,69.1
2026-07-02,Mumbai,1133.5,17.5,20.0,1331.4,70.4
2026-07-03,Mumbai,1027.6,18.3,20.0,1215.3,70.1
2026-07-04,Mumbai,1053.5,19.7,20.0,1260.5,67.4
2026-07-05,Mumbai,1005.6,17.4,20.0,1180.5,70.3
2026-07-06,Mumbai,1055.3,19.2,20.0,1257.4,69.9
2026-07-07,Mumbai,1013.7,17.3,20.0,1189.1,69.5
2026-07-08,Mumbai,975.1,18.1,20.0,1151.6,68.4
2026-07-09,Mumbai,996.9,19.4,20.0,1190.6,70.6
2026-07-10,Mumbai,1057.9,18.2,20.0,1250.3,68.4
2026-07-11,Mumbai,1047.0,20.9,37.0,1265.4,66.6
2026-07-12,Mumbai,1025.3,18.1,26.9,1211.0,70.1
2026-07-13,Mumbai,1033.3,21.0,23.4,1250.3,70.6
2026-07-14,Mumbai,962.8,19.0,20.0,1146.1,70.3
2026-07-15,Mumbai,1089.9,17.3,72.0,1278.6,65.9
2026-07-16,Mumbai,1018.0,16.6,61.8,1187.1,70.9
2026-07-17,Mumbai,1028.4,20.4,51.5,1238.4,70.0
2026-07-18,Mumbai,1057.5,16.0,40.9,1226.7,68.3
2026-07-19,Mumbai,1080.1,17.2,30.1,1265.4,70.9
2026-07-20,Mumbai,965.9,19.2,20.4,1151.5,69.9
2026-07-21,Mumbai,1033.5,19.6,21.3,1236.5,69.1
2026-07-22,Mumbai,1090.5,18.4,20.0,1291.1,72.2
2026-07-23,Mumbai,1058.0,17.8,20.0,1246.4,68.1
2026-07-24,Mumbai,1030.6,17.9,20.0,1214.7,68.7
2026-07-25,Mumbai,983.6,17.3,20.0,1154.2,69.7
2026-07-26,Mumbai,1100.4,16.0,20.0,1277.1,69.3
2026-07-27,Mumbai,1059.0,17.2,26.3,1241.3,69.5
2026-07-28,Mumbai,998.3,17.6,20.0,1173.9,69.9
2026-07-29,Mumbai,1032.8,17.0,20.0,1208.7,68.5
2026-07-30,Mumbai,1035.5,17.4,27.0,1215.3,68.2
2026-07-31,Mumbai,1004.5,19.6,20.0,1201.1,69.1
2026-08-01,Mumbai,1035.7,18.1,21.7,1222.8,69.3
2026-08-02,Mumbai,1030.0,16.0,20.0,1195.3,70.6
2026-08-03,Mumbai,1032.4,18.2,73.8,1220.2,64.3
2026-08-04,Mumbai,974.3,18.9,64.1,1158.8,68.7
2026-08-05,Mumbai,999.9,19.6,100.0,1195.7,66.5
2026-08-06,Mumbai,1002.1,18.7,100.0,1189.7,62.1
2026-08-07,Mumbai,980.5,19.1,100.0,1167.8,69.7
2026-08-08,Mumbai,1057.9,16.2,100.0,1229.7,66.1
2026-08-09,Mumbai,1042.7,16.5,96.3,1214.3,68.3
2026-08-10,Mumbai,1026.6,18.4,86.1,1215.7,71.3
2026-08-11,Mumbai,1015.4,17.9,75.8,1197.5,70.3
2026-08-12,Mumbai,1056.5,16.8,65.4,1233.6,71.0
2026-08-13,Mumbai,992.6,20.2,55.4,1193.3,69.9
2026-08-14,Mumbai,1067.3,18.4,64.7,1263.3,68.8
2026-08-15,Mumbai,1031.5,18.6,58.5,1223.8,70.6
2026-08-16,Mumbai,1007.7,19.4,48.4,1203.5,69.9
2026-08-17,Mumbai,1023.5,18.8,39.6,1215.6,70.1
2026-08-18,Mumbai,1039.8,18.2,29.2,1228.8,70.6
2026-08-19,Mumbai,965.9,17.3,57.2,1132.9,65.5
2026-08-20,Mumbai,1030.1,17.8,72.4,1213.9,68.3
2026-08-21,Mumbai,1043.6,18.4,69.9,1235.7,69.3
2026-08-22,Mumbai,989.6,17.9,100.0,1167.1,65.4
2026-08-23,Mumbai,1031.5,18.7,89.6,1224.4,69.9
2026-08-24,Mumbai,1042.6,17.6,95.7,1226.2,67.6
2026-08-25,Mumbai,998.5,17.0,85.8,1168.1,70.1
2026-08-26,Mumbai,945.2,17.3,76.4,1108.9,69.7
2026-08-27,Mumbai,1008.0,19.3,66.4,1202.2,69.5
2026-08-28,Mumbai,1039.1,18.3,56.0,1228.9,68.8
2026-08-29,Mumbai,965.6,18.5,46.5,1143.9,72.0
2026-08-30,Mumbai,1056.9,17.8,46.9,1245.4,70.0
2026-08-31,Mumbai,968.0,18.4,37.2,1146.6,69.8
2026-09-01,Mumbai,1059.4,16.2,26.8,1230.6,68.7
2026-09-02,Mumbai,943.2,18.1,20.0,1114.0,70.7
2026-09-03,Mumbai,966.6,17.4,20.0,1134.4,69.3
2026-09-04,Mumbai,1004.5,16.6,20.0,1171.0,68.9
2026-09-05,Mumbai,988.1,19.4,20.7,1180.2,70.6
2026-09-06,Mumbai,1076.8,19.3,20.0,1284.4,71.7
2026-09-07,Mumbai,1083.2,18.6,20.0,1284.7,68.4
2026-09-08,Mumbai,1055.6,17.2,20.0,1236.9,69.5
2026-09-09,Mumbai,1012.6,17.6,20.0,1190.5,70.0
2026-09-10,Mumbai,1043.5,18.2,20.0,1233.0,69.8
2026-09-11,Mumbai,949.9,17.1,20.0,1112.4,70.2
2026-09-12,Mumbai,986.7,17.5,20.0,1159.1,69.0
2026-09-13,Mumbai,999.7,18.5,20.0,1184.6,70.4
2026-09-14,Mumbai,1013.0,17.5,20.0,1190.0,68.6
2026-09-15,Mumbai,1048.5,18.4,20.0,1241.3,70.4
2026-09-16,Mumbai,1012.8,18.2,20.0,1197.2,70.1
2026-09-17,Mumbai,1007.2,17.0,20.0,1178.7,71.2
2026-09-18,Mumbai,999.6,17.8,20.0,1177.8,68.4
2026-09-19,Mumbai,1041.0,19.5,20.0,1243.5,68.7
2026-09-20,Mumbai,1042.1,19.4,20.0,1244.2,71.8
2026-09-21,Mumbai,983.4,17.0,20.0,1150.8,71.6
2026-09-22,Mumbai,1039.2,18.1,20.0,1227.0,69.7
2026-09-23,Mumbai,976.3,17.0,20.0,1142.6,70.7
2026-09-24,Mumbai,995.3,19.2,20.0,1186.1,69.6
2026-09-25,Mumbai,970.9,18.3,20.0,1148.9,69.5
2026-09-26,Mumbai,1031.3,19.2,20.0,1228.9,70.1
2026-09-27,Mumbai,961.1,19.5,20.0,1148.3,68.5
2026-09-28,Mumbai,996.4,17.2,27.5,1167.4,67.8
2026-09-29,Mumbai,991.1,16.5,20.0,1154.7,68.6
2026-09-30,Mumbai,985.0,16.7,39.9,1149.6,66.8
2026-10-01,Mumbai,982.5,16.8,65.9,1147.4,66.3
2026-10-02,Mumbai,1006.5,17.4,55.8,1181.4,69.7
2026-10-03,Mumbai,964.5,20.0,46.0,1157.2,68.2
2026-10-04,Mumbai,988.7,18.6,48.0,1172.4,69.8
2026-10-05,Mumbai,989.3,18.9,38.2,1176.5,69.2
2026-10-06,Mumbai,1052.9,17.4,27.7,1236.3,70.6
2026-10-07,Mumbai,1041.5,18.1,25.5,1229.8,71.0
2026-10-08,Mumbai,1021.1,16.1,20.0,1185.5,67.6
2026-10-09,Mumbai,977.7,18.4,20.0,1157.4,69.0
2026-10-10,Mumbai,978.9,17.3,20.0,1148.2,70.0
2026-10-11,Mumbai,976.8,18.4,20.0,1156.3,69.6
2026-10-12,Mumbai,1046.7,19.1,20.0,1246.5,69.4
2026-10-13,Mumbai,1016.9,20.3,55.0,1223.4,66.1
2026-10-14,Mumbai,970.6,20.2,45.4,1166.6,70.8
2026-10-15,Mumbai,1042.9,18.7,34.8,1238.4,70.4
2026-10-16,Mumbai,939.3,18.8,25.5,1116.1,71.7
2026-10-17,Mumbai,953.1,15.5,20.0,1100.4,71.4
2026-10-18,Mumbai,892.5,19.7,50.5,1068.3,67.6
2026-10-19,Mumbai,1055.5,20.0,41.1,1267.0,68.2
2026-10-20,Mumbai,1019.5,18.8,31.1,1211.3,69.9
2026-10-21,Mumbai,942.4,18.2,21.8,1113.7,69.7
2026-10-22,Mumbai,967.1,17.0,20.0,1131.2,69.1
2026-10-23,Mumbai,977.4,15.2,20.0,1126.4,70.8
2026-10-24,Mumbai,886.6,16.6,20.0,1034.1,70.0
2026-10-25,Mumbai,936.4,17.7,71.6,1102.1,65.4
2026-10-26,Mumbai,986.0,19.1,98.9,1174.4,67.3
2026-10-27,Mumbai,973.0,17.8,89.1,1146.4,68.9
2026-10-28,Mumbai,954.3,18.5,79.6,1131.2,71.4
2026-10-29,Mumbai,985.9,17.6,100.0,1159.8,63.7
2026-10-30,Mumbai,1009.0,20.3,89.8,1214.3,69.6
2026-10-31,Mumbai,948.1,16.6,81.1,1105.5,69.3
2026-11-01,Mumbai,1018.1,18.6,70.9,1207.2,71.0
2026-11-02,Mumbai,1005.3,17.8,73.3,1184.0,71.0
2026-11-03,Mumbai,940.0,16.9,63.7,1099.1,70.6
2026-11-04,Mumbai,949.6,20.0,67.3,1139.3,68.2
2026-11-05,Mumbai,993.0,18.3,57.3,1175.1,70.0
2026-11-06,Mumbai,1012.2,18.0,47.1,1194.6,70.5
2026-11-07,Mumbai,977.4,17.7,37.3,1150.7,68.9
2026-11-08,Mumbai,971.5,18.2,43.7,1147.9,67.4
2026-11-09,Mumbai,972.5,19.8,68.2,1164.7,68.0
2026-11-10,Mumbai,952.3,18.0,85.3,1124.1,66.8
2026-11-11,Mumbai,955.0,17.7,89.9,1124.5,69.6
2026-11-12,Mumbai,958.2,18.4,80.3,1134.7,70.3
2026-11-13,Mumbai,980.5,17.3,70.5,1150.5,70.5
2026-11-14,Mumbai,897.3,18.9,66.9,1066.5,70.3
2026-11-15,Mumbai,996.6,18.7,56.8,1182.5,70.1
2026-11-16,Mumbai,948.8,17.8,51.9,1118.1,68.9
2026-11-17,Mumbai,961.4,18.5,42.4,1139.7,70.8
2026-11-18,Mumbai,973.7,19.1,32.6,1159.4,70.1
2026-11-19,Mumbai,1010.3,18.3,39.0,1195.6,68.8
2026-11-20,Mumbai,944.4,19.4,29.5,1127.5,70.8
2026-11-21,Mumbai,913.0,18.6,31.2,1083.0,70.0
2026-11-22,Mumbai,970.6,16.5,21.4,1130.8,69.8
2026-11-23,Mumbai,914.4,20.0,20.0,1097.3,70.8
2026-11-24,Mumbai,966.7,14.0,20.0,1102.3,69.7
2026-11-25,Mumbai,954.2,17.6,20.0,1122.5,69.5
2026-11-26,Mumbai,990.2,21.1,20.0,1198.9,70.6
2026-11-27,Mumbai,895.5,16.8,70.5,1045.5,65.3
2026-11-28,Mumbai,924.6,18.9,61.3,1099.2,71.9
2026-11-29,Mumbai,914.2,18.9,56.6,1086.6,70.9
2026-11-30,Mumbai,958.4,18.9,54.8,1139.7,69.0
2026-12-01,Mumbai,991.1,19.2,44.7,1181.8,71.2
2026-12-02,Mumbai,933.6,20.4,84.8,1124.5,64.8
2026-12-03,Mumbai,972.2,18.2,75.2,1148.7,68.5
2026-12-04,Mumbai,925.9,16.9,65.8,1082.8,69.8
2026-12-05,Mumbai,963.9,20.3,56.1,1159.3,70.0
2026-12-06,Mumbai,967.7,18.1,46.5,1142.5,69.0
2026-12-07,Mumbai,982.2,18.6,41.1,1165.2,68.2
2026-12-08,Mumbai,926.3,19.7,51.1,1108.9,69.5
2026-12-09,Mumbai,927.7,17.8,41.8,1092.4,70.7
2026-12-10,Mumbai,916.9,19.8,32.8,1098.3,70.1
2026-12-11,Mumbai,979.6,17.1,60.9,1146.7,66.1
2026-12-12,Mumbai,900.4,19.6,51.8,1076.5,69.0
2026-12-13,Mumbai,1009.1,17.6,41.8,1186.3,70.1
2026-12-14,Mumbai,972.3,17.3,44.7,1140.7,68.0
2026-12-15,Mumbai,1000.2,19.6,34.8,1196.3,72.4
2026-12-16,Mumbai,918.8,18.2,25.5,1085.6,69.0
2026-12-17,Mumbai,915.0,20.2,20.0,1099.9,69.0
2026-12-18,Mumbai,894.3,19.0,52.4,1064.3,66.3
2026-12-19,Mumbai,918.5,19.6,43.3,1098.8,69.8
2026-12-20,Mumbai,1000.8,18.9,33.1,1189.5,69.7
2026-12-21,Mumbai,924.8,17.6,23.7,1087.4,71.4
2026-12-22,Mumbai,900.0,15.8,20.0,1042.0,70.3
2026-12-23,Mumbai,948.0,19.4,20.0,1131.9,70.1
2026-12-24,Mumbai,979.8,18.4,20.0,1159.9,69.3
2026-12-25,Mumbai,946.2,18.0,20.0,1116.6,67.8
2026-12-26,Mumbai,902.4,18.2,20.0,1066.6,67.9
2026-12-27,Mumbai,931.7,19.1,29.1,1109.3,68.7
2026-12-28,Mumbai,908.2,17.4,20.0,1066.0,69.6
2026-12-29,Mumbai,979.2,15.7,20.0,1133.1,69.8
2026-12-30,Mumbai,979.1,17.8,20.0,1153.7,70.1
2026-12-31,Mumbai,942.9,17.7,20.0,1109.8,71.1
2024-01-01,Bengaluru,479.0,19.4,75.2,572.0,88.2
2024-01-02,Bengaluru,500.7,19.7,70.2,599.3,87.5
2024-01-03,Bengaluru,529.5,18.9,64.9,629.7,89.3
2024-01-04,Bengaluru,497.9,17.6,75.6,585.6,86.3
2024-01-05,Bengaluru,505.5,16.6,70.5,589.5,87.2
2024-01-06,Bengaluru,501.7,18.4,65.3,594.0,87.4
2024-01-07,Bengaluru,499.0,18.3,60.3,590.4,87.0
2024-01-08,Bengaluru,465.2,15.3,55.6,536.6,88.8
2024-01-09,Bengaluru,477.6,16.7,50.9,557.3,87.6
2024-01-10,Bengaluru,485.2,18.2,63.6,573.6,85.0
2024-01-11,Bengaluru,477.4,18.2,59.0,564.4,88.1
2024-01-12,Bengaluru,493.4,17.1,54.1,577.8,89.8
2024-01-13,Bengaluru,519.4,16.9,48.9,607.0,87.6
2024-01-14,Bengaluru,501.8,17.2,44.0,588.1,88.4
2024-01-15,Bengaluru,471.6,18.0,39.3,556.6,87.2
2024-01-16,Bengaluru,500.9,18.2,34.3,592.3,88.5
2024-01-17,Bengaluru,521.0,18.2,35.8,615.6,87.6
2024-01-18,Bengaluru,501.7,18.4,30.8,594.1,87.3
2024-01-19,Bengaluru,490.1,19.5,25.8,585.7,87.7
2024-01-20,Bengaluru,496.5,16.7,20.8,579.5,88.7
2024-01-21,Bengaluru,484.8,18.6,20.0,574.8,87.9
2024-01-22,Bengaluru,512.7,16.9,20.0,599.4,87.9
2024-01-23,Bengaluru,538.3,19.1,20.0,641.3,85.9
2024-01-24,Bengaluru,513.8,19.5,20.0,614.2,87.3
2024-01-25,Bengaluru,448.8,18.7,20.0,532.8,88.8
2024-01-26,Bengaluru,521.8,16.6,42.1,608.4,84.3
2024-01-27,Bengaluru,524.5,17.0,36.7,613.6,84.5
2024-01-28,Bengaluru,522.7,19.6,46.3,625.2,86.6
2024-01-29,Bengaluru,473.3,15.6,41.5,547.4,88.8
2024-01-30,Bengaluru,490.4,16.9,36.7,573.3,87.4
2024-01-31,Bengaluru,496.4,18.1,31.7,586.3,86.7
2024-02-01,Bengaluru,505.4,19.4,26.6,603.7,88.5
2024-02-02,Bengaluru,543.6,18.2,21.1,642.4,88.3
2024-02-03,Bengaluru,516.2,16.2,20.0,599.6,88.9
2024-02-04,Bengaluru,520.3,16.9,20.0,608.0,89.1
2024-02-05,Bengaluru,522.7,18.2,20.0,618.1,86.6
2024-02-06,Bengaluru,464.0,17.7,20.0,545.9,87.9
2024-02-07,Bengaluru,519.7,18.8,20.0,617.4,87.5
2024-02-08,Bengaluru,500.8,20.3,20.0,602.5,85.8
2024-02-09,Bengaluru,499.0,16.8,30.6,582.8,86.6
2024-02-10,Bengaluru,517.6,18.8,25.5,615.0,86.7
2024-02-11,Bengaluru,520.1,16.9,44.4,607.9,87.3
2024-02-12,Bengaluru,528.2,17.9,39.1,622.5,86.8
2024-02-13,Bengaluru,491.1,17.3,34.2,576.2,88.3
2024-02-14,Bengaluru,498.9,16.4,29.1,580.9,88.4
2024-02-15,Bengaluru,534.0,18.0,26.9,630.3,87.3
2024-02-16,Bengaluru,502.7,18.3,21.6,594.7,88.3
2024-02-17,Bengaluru,534.2,19.1,20.0,636.2,88.0
2024-02-18,Bengaluru,518.7,20.1,20.0,623.1,87.6
2024-02-19,Bengaluru,515.2,17.7,20.0,606.4,87.2
2024-02-20,Bengaluru,510.7,17.4,20.0,599.4,87.7
2024-02-21,Bengaluru,537.0,18.1,20.0,634.1,86.0
2024-02-22,Bengaluru,478.7,16.7,20.0,558.7,89.8
2024-02-23,Bengaluru,501.5,16.9,20.0,586.0,87.8
2024-02-24,Bengaluru,478.0,17.5,33.6,561.6,84.2
2024-02-25,Bengaluru,529.4,18.2,28.3,625.8,89.7
2024-02-26,Bengaluru,510.6,15.2,23.1,588.2,87.2
2024-02-27,Bengaluru,497.1,18.2,20.0,587.3,87.7
2024-02-28,Bengaluru,542.7,16.9,20.0,634.5,88.1
2024-02-29,Bengaluru,502.3,18.0,20.0,592.7,88.4
2024-03-01,Bengaluru,539.0,17.1,20.0,631.4,88.1
2024-03-02,Bengaluru,529.5,17.7,20.0,623.2,88.2
2024-03-03,Bengaluru,540.3,16.5,20.0,629.5,88.1
2024-03-04,Bengaluru,472.3,17.1,20.0,553.0,88.3
2024-03-05,Bengaluru,518.1,15.8,20.0,600.1,87.0
2024-03-06,Bengaluru,497.1,16.9,20.0,581.4,86.3
2024-03-07,Bengaluru,483.4,17.7,20.0,568.9,87.4
2024-03-08,Bengaluru,523.5,17.7,20.0,616.2,88.9
2024-03-09,Bengaluru,513.3,18.1,20.0,606.4,87.7
2024-03-10,Bengaluru,562.7,18.9,20.0,669.0,86.5
2024-03-11,Bengaluru,506.8,18.1,20.0,598.8,88.1
2024-03-12,Bengaluru,504.6,18.8,20.0,599.6,88.4
2024-03-13,Bengaluru,511.3,17.6,24.0,601.5,87.9
2024-03-14,Bengaluru,498.2,18.0,20.0,587.9,89.0
2024-03-15,Bengaluru,515.9,18.4,20.0,611.0,87.9
2024-03-16,Bengaluru,508.9,17.4,20.0,597.3,87.5
2024-03-17,Bengaluru,539.6,18.0,20.0,636.8,86.9
2024-03-18,Bengaluru,490.1,17.8,100.0,577.5,81.1
2024-03-19,Bengaluru,480.6,17.6,95.2,565.2,88.2
2024-03-20,Bengaluru,457.4,18.0,90.6,539.6,89.0
2024-03-21,Bengaluru,500.6,16.9,85.7,585.0,87.3
2024-03-22,Bengaluru,462.6,17.1,81.2,541.7,88.9
2024-03-23,Bengaluru,516.3,17.8,76.0,608.1,87.5
2024-03-24,Bengaluru,551.5,17.3,70.5,647.1,87.4
2024-03-25,Bengaluru,546.1,18.3,73.9,645.9,86.0
2024-03-26,Bengaluru,553.2,17.2,79.4,648.2,86.5
2024-03-27,Bengaluru,527.0,19.0,74.1,627.2,87.4
2024-03-28,Bengaluru,553.0,18.1,68.5,652.9,88.0
2024-03-29,Bengaluru,498.6,17.9,63.5,587.6,87.2
2024-03-30,Bengaluru,525.4,17.1,58.4,615.3,87.5
2024-03-31,Bengaluru,563.3,16.9,53.0,658.6,87.7
2024-04-01,Bengaluru,494.5,18.3,48.0,584.8,87.2
2024-04-02,Bengaluru,564.2,18.2,42.4,667.0,87.4
2024-04-03,Bengaluru,508.4,17.4,37.2,596.7,88.9
2024-04-04,Bengaluru,497.3,16.7,32.1,580.1,88.8
2024-04-05,Bengaluru,483.0,18.2,30.4,570.8,87.7
2024-04-06,Bengaluru,526.3,18.7,25.2,624.8,88.0
2024-04-07,Bengaluru,519.9,18.5,26.6,616.3,87.7
2024-04-08,Bengaluru,540.7,19.0,21.2,643.7,88.3
2024-04-09,Bengaluru,539.8,16.8,40.0,630.3,86.0
2024-04-10,Bengaluru,514.0,18.5,34.8,609.0,88.7
2024-04-11,Bengaluru,481.1,16.8,30.1,561.9,87.3
2024-04-12,Bengaluru,518.4,18.1,24.9,612.4,87.6
2024-04-13,Bengaluru,529.6,19.5,20.0,633.0,88.7
2024-04-14,Bengaluru,482.4,20.3,20.0,580.4,87.9
2024-04-15,Bengaluru,512.3,19.1,29.7,610.0,87.1
2024-04-16,Bengaluru,531.3,16.7,24.3,620.1,87.0
2024-04-17,Bengaluru,515.9,17.5,40.7,606.2,85.8
2024-04-18,Bengaluru,484.4,16.6,35.8,564.7,87.2
2024-04-19,Bengaluru,519.1,19.4,30.7,619.7,87.8
2024-04-20,Bengaluru,536.0,17.2,25.3,628.4,88.8
2024-04-21,Bengaluru,517.7,17.5,20.0,608.4,86.9
2024-04-22,Bengaluru,544.5,20.5,20.0,656.4,88.2
2024-04-23,Bengaluru,454.9,17.8,20.0,535.9,88.4
2024-04-24,Bengaluru,533.3,20.8,20.0,644.4,86.7
2024-04-25,Bengaluru,540.1,17.1,20.0,632.6,89.3
2024-04-26,Bengaluru,509.4,15.9,20.0,590.1,87.8
2024-04-27,Bengaluru,551.4,18.7,20.0,654.5,88.0
2024-04-28,Bengaluru,571.7,16.9,20.0,668.4,87.6
2024-04-29,Bengaluru,578.7,19.6,35.7,692.3,87.9
2024-04-30,Bengaluru,573.5,17.6,30.0,674.4,87.7
