Date,City,Area,Average_Speed,Congestion_Index,Vehicle_Count,Peak_Hour,Accident_Count
2024-10-05,Bengaluru,Industrial,32.5,37.8,8862,12:00 - 14:00,2
2024-10-05,Bengaluru,Residential,26.9,29.7,10921,12:00 - 14:00,1
2024-10-06,Bengaluru,Downtown,19.0,35.9,34070,12:00 - 14:00,3
2024-10-06,Bengaluru,Suburbs,45.9,36.1,28362,12:00 - 14:00,5
2024-10-06,Bengaluru,Industrial,34.9,24.5,10438,12:00 - 14:00,1
2024-10-06,Bengaluru,Residential,38.0,19.7,12655,12:00 - 14:00,1
2024-10-07,Bengaluru,Downtown,10.3,87.3,56446,08:00 - 10:00,22
2024-10-07,Bengaluru,Suburbs,46.0,33.5,26975,17:00 - 19:00,2
2024-10-07,Bengaluru,Industrial,29.5,48.5,19587,17:00 - 19:00,4
2024-10-07,Bengaluru,Residential,31.3,32.2,21909,17:00 - 19:00,2
2024-10-08,Bengaluru,Downtown,10.0,81.3,61160,17:00 - 19:00,13
2024-10-08,Bengaluru,Suburbs,52.0,32.0,26244,17:00 - 19:00,3
2024-10-08,Bengaluru,Industrial,28.0,41.7,19802,17:00 - 19:00,4
2024-10-08,Bengaluru,Residential,28.6,33.7,23935,17:00 - 19:00,3
2024-10-09,Bengaluru,Downtown,11.3,82.0,58687,08:00 - 10:00,12
2024-10-09,Bengaluru,Suburbs,48.4,29.2,25033,17:00 - 19:00,3
2024-10-09,Bengaluru,Industrial,31.8,44.3,18781,08:00 - 10:00,2
2024-10-09,Bengaluru,Residential,27.2,41.4,23512,17:00 - 19:00,5
2024-10-10,Bengaluru,Downtown,11.2,89.5,57465,08:00 - 10:00,23
2024-10-10,Bengaluru,Suburbs,52.2,30.6,25789,17:00 - 19:00,3
2024-10-10,Bengaluru,Industrial,31.1,42.0,20152,17:00 - 19:00,3
2024-10-10,Bengaluru,Residential,33.9,41.7,22706,08:00 - 10:00,5
2024-10-11,Bengaluru,Downtown,10.0,91.1,59529,17:00 - 19:00,40
2024-10-11,Bengaluru,Suburbs,45.2,41.5,26613,17:00 - 19:00,7
2024-10-11,Bengaluru,Industrial,31.7,48.6,19454,08:00 - 10:00,4
2024-10-11,Bengaluru,Residential,31.5,39.2,21694,17:00 - 19:00,4
2024-10-12,Bengaluru,Downtown,22.5,42.5,32185,12:00 - 14:00,5
2024-10-12,Bengaluru,Suburbs,47.9,34.1,29826,12:00 - 14:00,4
2024-10-12,Bengaluru,Industrial,34.9,25.2,8469,12:00 - 14:00,1
2024-10-12,Bengaluru,Residential,35.5,15.8,11579,12:00 - 14:00,0
2024-10-13,Bengaluru,Downtown,20.9,48.9,28024,12:00 - 14:00,3
2024-10-13,Bengaluru,Suburbs,46.9,30.5,31166,12:00 - 14:00,3
2024-10-13,Bengaluru,Industrial,35.8,20.8,9486,12:00 - 14:00,1
2024-10-13,Bengaluru,Residential,38.0,23.5,13315,12:00 - 14:00,1
2024-10-14,Bengaluru,Downtown,13.0,92.6,58333,17:00 - 19:00,21
2024-10-14,Bengaluru,Suburbs,51.3,27.3,24847,17:00 - 19:00,3
2024-10-14,Bengaluru,Industrial,32.1,49.5,18769,17:00 - 19:00,2
2024-10-14,Bengaluru,Residential,31.2,35.4,23192,17:00 - 19:00,3
2024-10-15,Bengaluru,Downtown,10.0,93.5,57318,17:00 - 19:00,22
2024-10-15,Bengaluru,Suburbs,36.5,44.9,26816,17:00 - 19:00,6
2024-10-15,Bengaluru,Industrial,23.4,62.0,18312,08:00 - 10:00,8
2024-10-15,Bengaluru,Residential,22.6,49.8,22507,08:00 - 10:00,4
2024-10-16,Bengaluru,Downtown,10.0,99.0,56154,08:00 - 10:00,36
2024-10-16,Bengaluru,Suburbs,34.0,53.2,25687,17:00 - 19:00,5
2024-10-16,Bengaluru,Industrial,26.8,57.8,19920,17:00 - 19:00,8
2024-10-16,Bengaluru,Residential,20.2,64.3,24768,17:00 - 19:00,8
2024-10-17,Bengaluru,Downtown,12.7,78.7,62106,08:00 - 10:00,19
2024-10-17,Bengaluru,Suburbs,44.3,36.1,26585,08:00 - 10:00,4
2024-10-17,Bengaluru,Industrial,30.1,38.4,17750,08:00 - 10:00,2
2024-10-17,Bengaluru,Residential,28.2,38.8,22867,17:00 - 19:00,3
2024-10-18,Bengaluru,Downtown,14.8,86.7,58466,17:00 - 19:00,13
2024-10-18,Bengaluru,Suburbs,50.7,29.8,25842,08:00 - 10:00,3
2024-10-18,Bengaluru,Industrial,28.1,48.2,19622,17:00 - 19:00,3
2024-10-18,Bengaluru,Residential,28.1,45.7,23408,17:00 - 19:00,2
2024-10-19,Bengaluru,Downtown,20.6,40.5,26381,12:00 - 14:00,4
2024-10-19,Bengaluru,Suburbs,48.4,35.8,28078,12:00 - 14:00,2
2024-10-19,Bengaluru,Industrial,38.4,20.8,10042,12:00 - 14:00,1
2024-10-19,Bengaluru,Residential,37.2,11.0,11627,12:00 - 14:00,1
2024-10-20,Bengaluru,Downtown,22.3,45.9,31743,12:00 - 14:00,5
2024-10-20,Bengaluru,Suburbs,38.4,41.0,29210,12:00 - 14:00,8
2024-10-20,Bengaluru,Industrial,29.9,22.3,9560,12:00 - 14:00,1
2024-10-20,Bengaluru,Residential,29.0,24.9,13412,12:00 - 14:00,1
2024-10-21,Bengaluru,Downtown,14.6,87.0,60318,08:00 - 10:00,24
2024-10-21,Bengaluru,Suburbs,47.7,31.8,25112,17:00 - 19:00,3
2024-10-21,Bengaluru,Industrial,29.3,46.3,20680,08:00 - 10:00,4
2024-10-21,Bengaluru,Residential,30.2,40.7,22092,17:00 - 19:00,4
2024-10-22,Bengaluru,Downtown,10.0,81.9,59525,08:00 - 10:00,22
2024-10-22,Bengaluru,Suburbs,54.2,24.8,27074,08:00 - 10:00,3
2024-10-22,Bengaluru,Industrial,32.1,45.3,20301,08:00 - 10:00,3
2024-10-22,Bengaluru,Residential,33.2,45.9,21936,17:00 - 19:00,3
2024-10-23,Bengaluru,Downtown,10.0,93.4,57962,08:00 - 10:00,20
2024-10-23,Bengaluru,Suburbs,43.3,44.6,25677,08:00 - 10:00,9
2024-10-23,Bengaluru,Industrial,25.9,50.6,20115,17:00 - 19:00,5
2024-10-23,Bengaluru,Residential,24.4,52.1,21915,17:00 - 19:00,8
2024-10-24,Bengaluru,Downtown,10.0,91.5,60546,08:00 - 10:00,9
2024-10-24,Bengaluru,Suburbs,45.6,35.4,25467,08:00 - 10:00,2
2024-10-24,Bengaluru,Industrial,34.6,45.1,18618,08:00 - 10:00,3
2024-10-24,Bengaluru,Residential,31.4,34.3,23778,17:00 - 19:00,3
2024-10-25,Bengaluru,Downtown,10.0,93.7,56984,08:00 - 10:00,22
2024-10-25,Bengaluru,Suburbs,45.6,34.6,26029,08:00 - 10:00,2
2024-10-25,Bengaluru,Industrial,34.5,49.1,19623,08:00 - 10:00,4
2024-10-25,Bengaluru,Residential,28.9,37.0,22630,08:00 - 10:00,2
2024-10-26,Bengaluru,Downtown,21.9,44.2,32199,12:00 - 14:00,6
2024-10-26,Bengaluru,Suburbs,44.5,39.4,28950,12:00 - 14:00,2
2024-10-26,Bengaluru,Industrial,35.9,19.5,9812,12:00 - 14:00,1
2024-10-26,Bengaluru,Residential,33.9,18.6,11308,12:00 - 14:00,1
2024-10-27,Bengaluru,Downtown,24.1,37.3,27379,12:00 - 14:00,3
2024-10-27,Bengaluru,Suburbs,51.9,34.7,28392,12:00 - 14:00,4
2024-10-27,Bengaluru,Industrial,35.7,24.0,11429,12:00 - 14:00,1
2024-10-27,Bengaluru,Residential,29.3,23.1,10781,12:00 - 14:00,1
2024-10-28,Bengaluru,Downtown,12.9,89.6,58507,08:00 - 10:00,13
2024-10-28,Bengaluru,Suburbs,48.5,33.0,27355,17:00 - 19:00,2
2024-10-28,Bengaluru,Industrial,32.8,45.2,19870,08:00 - 10:00,2
2024-10-28,Bengaluru,Residential,26.4,34.0,23684,08:00 - 10:00,3
2024-10-29,Bengaluru,Downtown,12.8,86.2,57955,08:00 - 10:00,23
2024-10-29,Bengaluru,Suburbs,42.1,34.9,28185,08:00 - 10:00,4
2024-10-29,Bengaluru,Industrial,32.7,47.1,20329,08:00 - 10:00,3
2024-10-29,Bengaluru,Residential,30.3,32.1,22901,17:00 - 19:00,2
2024-10-30,Bengaluru,Downtown,10.0,93.3,56174,17:00 - 19:00,12
2024-10-30,Bengaluru,Suburbs,47.2,31.2,25092,17:00 - 19:00,1
2024-10-30,Bengaluru,Industrial,26.7,49.4,19805,08:00 - 10:00,4
2024-10-30,Bengaluru,Residential,33.7,50.1,23417,08:00 - 10:00,4
2024-10-31,Bengaluru,Downtown,10.0,99.0,56299,17:00 - 19:00,17
2024-10-31,Bengaluru,Suburbs,33.4,49.9,24157,08:00 - 10:00,9
2024-10-31,Bengaluru,Industrial,20.1,68.8,18949,17:00 - 19:00,9
2024-10-31,Bengaluru,Residential,18.0,64.1,22571,08:00 - 10:00,4
2024-11-01,Bengaluru,Downtown,11.5,85.7,58792,17:00 - 19:00,15
2024-11-01,Bengaluru,Suburbs,42.2,36.4,26722,08:00 - 10:00,2
2024-11-01,Bengaluru,Industrial,30.4,49.0,19567,17:00 - 19:00,3
2024-11-01,Bengaluru,Residential,28.0,42.2,23437,17:00 - 19:00,2
2024-11-02,Bengaluru,Downtown,21.4,43.4,28373,12:00 - 14:00,3
2024-11-02,Bengaluru,Suburbs,43.2,37.2,27076,12:00 - 14:00,3
2024-11-02,Bengaluru,Industrial,36.4,26.8,9356,12:00 - 14:00,1
2024-11-02,Bengaluru,Residential,31.9,26.0,12449,12:00 - 14:00,1
2024-11-03,Bengaluru,Downtown,22.1,42.3,27404,12:00 - 14:00,5
2024-11-03,Bengaluru,Suburbs,47.1,38.3,30457,12:00 - 14:00,5
2024-11-03,Bengaluru,Industrial,39.2,31.9,10718,12:00 - 14:00,2
2024-11-03,Bengaluru,Residential,40.3,17.8,13005,12:00 - 14:00,0
2024-11-04,Bengaluru,Downtown,13.5,82.2,57454,08:00 - 10:00,13
2024-11-04,Bengaluru,Suburbs,49.4,38.6,24846,17:00 - 19:00,2
2024-11-04,Bengaluru,Industrial,31.5,45.2,21409,08:00 - 10:00,3
2024-11-04,Bengaluru,Residential,33.8,32.6,24094,17:00 - 19:00,2
2024-11-05,Bengaluru,Downtown,10.8,88.5,57460,17:00 - 19:00,22
2024-11-05,Bengaluru,Suburbs,45.7,35.8,26190,08:00 - 10:00,6
2024-11-05,Bengaluru,Industrial,34.4,45.5,19582,17:00 - 19:00,6
2024-11-05,Bengaluru,Residential,28.6,37.0,22813,08:00 - 10:00,6
2024-11-06,Bengaluru,Downtown,11.8,85.4,58212,08:00 - 10:00,18
2024-11-06,Bengaluru,Suburbs,49.8,28.6,26357,17:00 - 19:00,2
2024-11-06,Bengaluru,Industrial,28.2,42.2,19511,17:00 - 19:00,2
2024-11-06,Bengaluru,Residential,33.0,31.7,23776,08:00 - 10:00,3
2024-11-07,Bengaluru,Downtown,11.9,86.2,56481,08:00 - 10:00,16
2024-11-07,Bengaluru,Suburbs,48.6,23.1,26863,08:00 - 10:00,3
2024-11-07,Bengaluru,Industrial,38.3,42.9,19869,08:00 - 10:00,3
2024-11-07,Bengaluru,Residential,31.5,37.3,23230,08:00 - 10:00,3
2024-11-08,Bengaluru,Downtown,14.8,86.9,59622,17:00 - 19:00,17
2024-11-08,Bengaluru,Suburbs,39.7,33.4,27099,17:00 - 19:00,3
2024-11-08,Bengaluru,Industrial,35.3,44.4,18466,17:00 - 19:00,1
2024-11-08,Bengaluru,Residential,32.2,38.0,22891,08:00 - 10:00,2
2024-11-09,Bengaluru,Downtown,22.5,41.2,27063,12:00 - 14:00,5
2024-11-09,Bengaluru,Suburbs,43.5,37.0,29660,12:00 - 14:00,5
2024-11-09,Bengaluru,Industrial,37.4,26.1,8293,12:00 - 14:00,1
2024-11-09,Bengaluru,Residential,37.7,23.1,11670,12:00 - 14:00,1
2024-11-10,Bengaluru,Downtown,23.8,44.1,30811,12:00 - 14:00,6
2024-11-10,Bengaluru,Suburbs,42.9,33.2,27555,12:00 - 14:00,3
2024-11-10,Bengaluru,Industrial,35.0,24.6,10740,12:00 - 14:00,1
2024-11-10,Bengaluru,Residential,27.8,21.1,10555,12:00 - 14:00,1
2024-11-11,Bengaluru,Downtown,11.3,86.1,61372,08:00 - 10:00,9
2024-11-11,Bengaluru,Suburbs,49.3,33.6,27421,17:00 - 19:00,3
2024-11-11,Bengaluru,Industrial,37.3,41.6,19198,17:00 - 19:00,3
2024-11-11,Bengaluru,Residential,26.5,47.3,23117,08:00 - 10:00,5
2024-11-12,Bengaluru,Downtown,12.3,81.4,59687,17:00 - 19:00,20
2024-11-12,Bengaluru,Suburbs,44.1,34.0,25242,08:00 - 10:00,4
2024-11-12,Bengaluru,Industrial,33.3,42.7,19011,08:00 - 10:00,2
2024-11-12,Bengaluru,Residential,26.1,41.0,21977,17:00 - 19:00,3
2024-11-13,Bengaluru,Downtown,14.2,86.2,58299,08:00 - 10:00,22
2024-11-13,Bengaluru,Suburbs,49.9,29.4,25039,17:00 - 19:00,2
2024-11-13,Bengaluru,Industrial,35.0,42.9,19757,17:00 - 19:00,2
2024-11-13,Bengaluru,Residential,32.5,33.7,24034,17:00 - 19:00,2
2024-11-14,Bengaluru,Downtown,16.4,88.3,60050,08:00 - 10:00,18
2024-11-14,Bengaluru,Suburbs,45.4,32.9,25206,08:00 - 10:00,4
2024-11-14,Bengaluru,Industrial,30.1,44.3,20184,08:00 - 10:00,4
2024-11-14,Bengaluru,Residential,26.6,37.4,22646,17:00 - 19:00,1
2024-11-15,Bengaluru,Downtown,10.5,94.4,57118,17:00 - 19:00,24
2024-11-15,Bengaluru,Suburbs,49.8,32.1,24647,17:00 - 19:00,2
2024-11-15,Bengaluru,Industrial,28.7,46.5,20272,17:00 - 19:00,4
2024-11-15,Bengaluru,Residential,28.3,46.1,22544,17:00 - 19:00,3
2024-11-16,Bengaluru,Downtown,21.9,39.5,31093,12:00 - 14:00,5
2024-11-16,Bengaluru,Suburbs,43.4,36.5,29260,12:00 - 14:00,4
2024-11-16,Bengaluru,Industrial,34.4,31.1,9081,12:00 - 14:00,1
2024-11-16,Bengaluru,Residential,33.6,15.2,12702,12:00 - 14:00,1
2024-11-17,Bengaluru,Downtown,22.5,45.0,29657,12:00 - 14:00,6
2024-11-17,Bengaluru,Suburbs,43.0,33.6,29464,12:00 - 14:00,5
2024-11-17,Bengaluru,Industrial,38.5,16.6,9041,12:00 - 14:00,1
2024-11-17,Bengaluru,Residential,31.7,15.6,8346,12:00 - 14:00,1
2024-11-18,Bengaluru,Downtown,13.8,81.8,57920,08:00 - 10:00,17
2024-11-18,Bengaluru,Suburbs,48.4,22.9,24559,17:00 - 19:00,2
2024-11-18,Bengaluru,Industrial,32.4,41.0,20756,08:00 - 10:00,2
2024-11-18,Bengaluru,Residential,22.2,46.4,22809,17:00 - 19:00,4
2024-11-19,Bengaluru,Downtown,16.2,84.6,57272,08:00 - 10:00,18
2024-11-19,Bengaluru,Suburbs,52.1,26.1,24893,17:00 - 19:00,1
2024-11-19,Bengaluru,Industrial,26.0,46.6,18616,08:00 - 10:00,4
2024-11-19,Bengaluru,Residential,31.0,31.5,24566,17:00 - 19:00,2
2024-11-20,Bengaluru,Downtown,16.7,82.3,57693,17:00 - 19:00,17
2024-11-20,Bengaluru,Suburbs,50.6,21.3,27213,17:00 - 19:00,2
2024-11-20,Bengaluru,Industrial,29.2,47.7,19261,08:00 - 10:00,4
2024-11-20,Bengaluru,Residential,25.6,40.2,22793,08:00 - 10:00,4
2024-11-21,Bengaluru,Downtown,12.1,83.5,62354,17:00 - 19:00,17
2024-11-21,Bengaluru,Suburbs,49.6,31.3,26892,17:00 - 19:00,4
2024-11-21,Bengaluru,Industrial,33.8,49.0,19442,17:00 - 19:00,3
2024-11-21,Bengaluru,Residential,36.3,41.5,21973,08:00 - 10:00,2
2024-11-22,Bengaluru,Downtown,14.4,85.5,56411,17:00 - 19:00,15
2024-11-22,Bengaluru,Suburbs,46.9,37.0,25473,17:00 - 19:00,4
2024-11-22,Bengaluru,Industrial,27.5,51.3,19971,08:00 - 10:00,3
2024-11-22,Bengaluru,Residential,30.9,36.5,23495,17:00 - 19:00,1
2024-11-23,Bengaluru,Downtown,28.6,46.9,30880,12:00 - 14:00,7
2024-11-23,Bengaluru,Suburbs,50.0,33.3,29371,12:00 - 14:00,3
2024-11-23,Bengaluru,Industrial,34.7,28.4,10217,12:00 - 14:00,1
2024-11-23,Bengaluru,Residential,32.1,13.8,11983,12:00 - 14:00,1
2024-11-24,Bengaluru,Downtown,25.2,43.5,27831,12:00 - 14:00,6
2024-11-24,Bengaluru,Suburbs,53.1,28.2,27435,12:00 - 14:00,3
2024-11-24,Bengaluru,Industrial,41.3,18.7,9421,12:00 - 14:00,1
2024-11-24,Bengaluru,Residential,32.2,21.0,12620,12:00 - 14:00,1
2024-11-25,Bengaluru,Downtown,12.3,84.5,57500,17:00 - 19:00,13
2024-11-25,Bengaluru,Suburbs,42.4,28.2,26000,08:00 - 10:00,1
2024-11-25,Bengaluru,Industrial,32.6,43.5,21013,08:00 - 10:00,2
2024-11-25,Bengaluru,Residential,30.9,32.9,23688,17:00 - 19:00,1
2024-11-26,Bengaluru,Downtown,10.0,87.9,59451,08:00 - 10:00,14
2024-11-26,Bengaluru,Suburbs,38.8,39.5,26483,17:00 - 19:00,2
2024-11-26,Bengaluru,Industrial,27.1,46.1,19050,17:00 - 19:00,2
2024-11-26,Bengaluru,Residential,31.7,38.3,21739,08:00 - 10:00,2
2024-11-27,Bengaluru,Downtown,14.3,80.6,58338,17:00 - 19:00,22
2024-11-27,Bengaluru,Suburbs,54.4,25.1,25718,08:00 - 10:00,2
2024-11-27,Bengaluru,Industrial,30.1,46.7,19443,17:00 - 19:00,3
2024-11-27,Bengaluru,Residential,27.5,34.4,22912,08:00 - 10:00,3
2024-11-28,Bengaluru,Downtown,13.2,89.8,56552,17:00 - 19:00,20
2024-11-28,Bengaluru,Suburbs,51.4,33.1,26572,08:00 - 10:00,2
2024-11-28,Bengaluru,Industrial,31.6,36.7,20367,17:00 - 19:00,3
2024-11-28,Bengaluru,Residential,29.1,31.3,24110,08:00 - 10:00,3
2024-11-29,Bengaluru,Downtown,10.0,85.6,60355,17:00 - 19:00,24
2024-11-29,Bengaluru,Suburbs,41.0,34.6,26345,17:00 - 19:00,3
2024-11-29,Bengaluru,Industrial,30.0,46.0,20571,17:00 - 19:00,4
2024-11-29,Bengaluru,Residential,30.2,36.4,23054,08:00 - 10:00,4
2024-11-30,Bengaluru,Downtown,24.1,47.8,29501,12:00 - 14:00,4
2024-11-30,Bengaluru,Suburbs,45.3,32.8,29404,12:00 - 14:00,5
2024-11-30,Bengaluru,Industrial,35.9,21.7,9628,12:00 - 14:00,0
2024-11-30,Bengaluru,Residential,34.3,29.2,11284,12:00 - 14:00,1
2024-12-01,Bengaluru,Downtown,25.7,42.1,27021,12:00 - 14:00,4
2024-12-01,Bengaluru,Suburbs,51.5,31.9,28829,12:00 - 14:00,3
2024-12-01,Bengaluru,Industrial,39.3,19.1,11002,12:00 - 14:00,0
2024-12-01,Bengaluru,Residential,29.6,17.9,12410,12:00 - 14:00,1
2024-12-02,Bengaluru,Downtown,11.7,93.2,53349,17:00 - 19:00,32
2024-12-02,Bengaluru,Suburbs,43.0,37.1,24681,17:00 - 19:00,3
2024-12-02,Bengaluru,Industrial,29.2,54.5,18908,08:00 - 10:00,6
2024-12-02,Bengaluru,Residential,26.5,49.8,23278,08:00 - 10:00,8
2024-12-03,Bengaluru,Downtown,10.0,86.4,54293,08:00 - 10:00,16
2024-12-03,Bengaluru,Suburbs,47.6,32.4,25387,17:00 - 19:00,2
2024-12-03,Bengaluru,Industrial,26.6,41.2,19034,17:00 - 19:00,3
2024-12-03,Bengaluru,Residential,34.2,41.1,22001,17:00 - 19:00,4
2024-12-04,Bengaluru,Downtown,13.4,85.2,61169,17:00 - 19:00,23
2024-12-04,Bengaluru,Suburbs,44.3,37.2,27537,08:00 - 10:00,3
2024-12-04,Bengaluru,Industrial,30.9,44.2,19153,17:00 - 19:00,2
2024-12-04,Bengaluru,Residential,33.6,30.8,24129,17:00 - 19:00,3
2024-12-05,Bengaluru,Downtown,16.6,84.7,60965,17:00 - 19:00,16
2024-12-05,Bengaluru,Suburbs,48.9,34.2,25309,17:00 - 19:00,4
2024-12-05,Bengaluru,Industrial,30.4,48.0,17996,17:00 - 19:00,2
2024-12-05,Bengaluru,Residential,29.0,35.2,24275,17:00 - 19:00,2
2024-12-06,Bengaluru,Downtown,14.0,80.2,54948,08:00 - 10:00,15
2024-12-06,Bengaluru,Suburbs,52.4,24.1,27368,08:00 - 10:00,1
2024-12-06,Bengaluru,Industrial,30.6,45.0,20307,17:00 - 19:00,4
2024-12-06,Bengaluru,Residential,29.4,30.4,23545,17:00 - 19:00,1
2024-12-07,Bengaluru,Downtown,17.1,45.7,28609,12:00 - 14:00,4
2024-12-07,Bengaluru,Suburbs,47.8,31.8,28748,12:00 - 14:00,4
2024-12-07,Bengaluru,Industrial,39.0,21.5,10199,12:00 - 14:00,1
2024-12-07,Bengaluru,Residential,40.7,17.0,11598,12:00 - 14:00,1
2024-12-08,Bengaluru,Downtown,18.6,53.9,28476,12:00 - 14:00,6
2024-12-08,Bengaluru,Suburbs,31.0,50.3,27790,12:00 - 14:00,8
2024-12-08,Bengaluru,Industrial,30.4,33.6,9274,12:00 - 14:00,2
2024-12-08,Bengaluru,Residential,31.1,27.6,11115,12:00 - 14:00,1
2024-12-09,Bengaluru,Downtown,10.0,86.1,60279,08:00 - 10:00,16
2024-12-09,Bengaluru,Suburbs,45.5,32.9,24070,17:00 - 19:00,3
2024-12-09,Bengaluru,Industrial,33.4,47.5,19213,08:00 - 10:00,4
2024-12-09,Bengaluru,Residential,27.7,38.1,23614,08:00 - 10:00,2
2024-12-10,Bengaluru,Downtown,15.7,85.3,57710,08:00 - 10:00,10
2024-12-10,Bengaluru,Suburbs,51.2,24.1,24610,17:00 - 19:00,2
2024-12-10,Bengaluru,Industrial,30.4,48.9,19561,17:00 - 19:00,2
2024-12-10,Bengaluru,Residential,30.1,41.4,24857,08:00 - 10:00,3
2024-12-11,Bengaluru,Downtown,13.1,85.5,60797,17:00 - 19:00,24
2024-12-11,Bengaluru,Suburbs,44.4,35.0,26891,08:00 - 10:00,3
2024-12-11,Bengaluru,Industrial,28.3,48.5,19514,08:00 - 10:00,2
2024-12-11,Bengaluru,Residential,26.6,40.2,23528,17:00 - 19:00,4
2024-12-12,Bengaluru,Downtown,17.4,84.9,54729,17:00 - 19:00,11
2024-12-12,Bengaluru,Suburbs,46.4,29.9,25996,08:00 - 10:00,2
2024-12-12,Bengaluru,Industrial,33.5,49.2,20551,08:00 - 10:00,5
2024-12-12,Bengaluru,Residential,32.7,39.5,22046,08:00 - 10:00,4
2024-12-13,Bengaluru,Downtown,10.0,84.2,56369,08:00 - 10:00,9
2024-12-13,Bengaluru,Suburbs,53.4,28.0,26833,08:00 - 10:00,3
2024-12-13,Bengaluru,Industrial,31.6,48.7,19538,08:00 - 10:00,2
2024-12-13,Bengaluru,Residential,30.8,32.4,22581,17:00 - 19:00,3
2024-12-14,Bengaluru,Downtown,29.0,34.4,31739,12:00 - 14:00,5
2024-12-14,Bengaluru,Suburbs,40.7,39.2,29433,12:00 - 14:00,5
2024-12-14,Bengaluru,Industrial,38.7,21.3,11096,12:00 - 14:00,1
2024-12-14,Bengaluru,Residential,31.3,15.6,11640,12:00 - 14:00,1
2024-12-15,Bengaluru,Downtown,21.5,44.8,29821,12:00 - 14:00,4
2024-12-15,Bengaluru,Suburbs,51.0,36.5,28623,12:00 - 14:00,5
2024-12-15,Bengaluru,Industrial,43.1,16.8,10602,12:00 - 14:00,1
2024-12-15,Bengaluru,Residential,31.6,27.0,10530,12:00 - 14:00,1
2024-12-16,Bengaluru,Downtown,14.9,77.8,59558,08:00 - 10:00,15
2024-12-16,Bengaluru,Suburbs,50.0,31.7,26569,17:00 - 19:00,4
2024-12-16,Bengaluru,Industrial,24.5,47.2,19313,17:00 - 19:00,2
2024-12-16,Bengaluru,Residential,32.0,34.3,23360,17:00 - 19:00,3
2024-12-17,Bengaluru,Downtown,10.0,94.5,58604,08:00 - 10:00,23
2024-12-17,Bengaluru,Suburbs,46.1,35.9,26494,08:00 - 10:00,2
2024-12-17,Bengaluru,Industrial,27.3,43.0,19476,17:00 - 19:00,2
2024-12-17,Bengaluru,Residential,25.2,41.2,23029,17:00 - 19:00,2
2024-12-18,Bengaluru,Downtown,13.1,79.1,58684,17:00 - 19:00,21
2024-12-18,Bengaluru,Suburbs,41.4,34.4,25331,17:00 - 19:00,3
2024-12-18,Bengaluru,Industrial,26.7,40.1,19391,17:00 - 19:00,4
2024-12-18,Bengaluru,Residential,27.6,46.9,24385,08:00 - 10:00,3
2024-12-19,Bengaluru,Downtown,10.1,85.2,61158,17:00 - 19:00,23
2024-12-19,Bengaluru,Suburbs,51.6,30.3,28299,17:00 - 19:00,1
2024-12-19,Bengaluru,Industrial,34.7,45.1,20161,08:00 - 10:00,3
2024-12-19,Bengaluru,Residential,25.9,34.9,24341,08:00 - 10:00,3
2024-12-20,Bengaluru,Downtown,13.4,91.5,58576,08:00 - 10:00,28
2024-12-20,Bengaluru,Suburbs,40.2,49.3,24837,17:00 - 19:00,9
2024-12-20,Bengaluru,Industrial,26.5,58.6,19513,17:00 - 19:00,3
2024-12-20,Bengaluru,Residential,22.4,56.7,22851,17:00 - 19:00,6
2024-12-21,Bengaluru,Downtown,22.3,40.9,29664,12:00 - 14:00,4
2024-12-21,Bengaluru,Suburbs,46.5,38.5,27881,12:00 - 14:00,5
2024-12-21,Bengaluru,Industrial,40.4,19.3,9299,12:00 - 14:00,0
2024-12-21,Bengaluru,Residential,34.1,21.1,12393,12:00 - 14:00,1
2024-12-22,Bengaluru,Downtown,18.2,37.0,31853,12:00 - 14:00,3
2024-12-22,Bengaluru,Suburbs,45.0,38.2,29695,12:00 - 14:00,2
2024-12-22,Bengaluru,Industrial,38.2,24.6,9499,12:00 - 14:00,1
2024-12-22,Bengaluru,Residential,36.5,23.2,11969,12:00 - 14:00,1
2024-12-23,Bengaluru,Downtown,11.7,89.3,59500,17:00 - 19:00,22
2024-12-23,Bengaluru,Suburbs,48.5,32.1,25727,17:00 - 19:00,4
2024-12-23,Bengaluru,Industrial,36.0,45.5,18869,08:00 - 10:00,2
2024-12-23,Bengaluru,Residential,35.8,34.0,23946,08:00 - 10:00,3
2024-12-24,Bengaluru,Downtown,10.9,84.7,55335,08:00 - 10:00,19
2024-12-24,Bengaluru,Suburbs,51.2,28.8,26129,08:00 - 10:00,1
2024-12-24,Bengaluru,Industrial,29.9,34.8,19723,17:00 - 19:00,2
2024-12-24,Bengaluru,Residential,27.9,38.3,21786,17:00 - 19:00,4
2024-12-25,Bengaluru,Downtown,11.5,81.1,56447,17:00 - 19:00,16
2024-12-25,Bengaluru,Suburbs,44.2,29.2,25652,17:00 - 19:00,3
2024-12-25,Bengaluru,Industrial,28.7,47.1,20782,08:00 - 10:00,5
2024-12-25,Bengaluru,Residential,25.7,38.4,23949,17:00 - 19:00,3
2024-12-26,Bengaluru,Downtown,10.6,84.8,61725,08:00 - 10:00,14
2024-12-26,Bengaluru,Suburbs,43.8,39.2,24113,17:00 - 19:00,3
2024-12-26,Bengaluru,Industrial,35.1,44.5,19951,17:00 - 19:00,2
2024-12-26,Bengaluru,Residential,25.5,40.1,22784,17:00 - 19:00,3
2024-12-27,Bengaluru,Downtown,21.0,88.1,60460,08:00 - 10:00,25
2024-12-27,Bengaluru,Suburbs,49.8,28.9,25732,08:00 - 10:00,1
