Date,City,District,Crime_Category,Arrest_Status,Case_Status
2025-08-30,Bengaluru,District A,Theft,Arrested,Solved
2025-08-30,Bengaluru,District C,Theft,Not Arrested,Active
2025-08-30,Bengaluru,District B,Burglary,Not Arrested,Active
2025-08-30,Bengaluru,District C,Theft,Arrested,Solved
2025-08-30,Bengaluru,District A,Assault,Arrested,Solved
2025-08-31,Bengaluru,District B,Theft,Not Arrested,Solved
2025-08-31,Bengaluru,District C,Burglary,Not Arrested,Active
2025-08-31,Bengaluru,District A,Assault,Arrested,Solved
2025-08-31,Bengaluru,District A,Traffic Violation,Arrested,Solved
2025-08-31,Bengaluru,District D,Theft,Not Arrested,Active
2025-08-31,Bengaluru,District A,Burglary,Not Arrested,Active
2025-08-31,Bengaluru,District C,Burglary,Not Arrested,Active
2025-08-31,Bengaluru,District A,Theft,Not Arrested,Active
2025-08-31,Bengaluru,District C,Vandalism,Arrested,Solved
2025-09-01,Bengaluru,District A,Vandalism,Not Arrested,Active
2025-09-01,Bengaluru,District C,Burglary,Not Arrested,Active
2025-09-01,Bengaluru,District C,Burglary,Not Arrested,Active
2025-09-01,Bengaluru,District C,Burglary,Not Arrested,Solved
2025-09-01,Bengaluru,District A,Assault,Arrested,Solved
2025-09-01,Bengaluru,District A,Theft,Not Arrested,Active
2025-09-01,Bengaluru,District A,Theft,Not Arrested,Active
2025-09-01,Bengaluru,District D,Theft,Not Arrested,Active
2025-09-02,Bengaluru,District B,Theft,Not Arrested,Active
2025-09-02,Bengaluru,District B,Vandalism,Not Arrested,Active
2025-09-02,Bengaluru,District C,Vandalism,Arrested,Solved
2025-09-02,Bengaluru,District C,Theft,Not Arrested,Active
2025-09-02,Bengaluru,District B,Vandalism,Not Arrested,Active
2025-09-02,Bengaluru,District C,Assault,Not Arrested,Active
2025-09-02,Bengaluru,District B,Traffic Violation,Arrested,Solved
2025-09-02,Bengaluru,District D,Assault,Arrested,Solved
2025-09-03,Bengaluru,District A,Theft,Not Arrested,Active
2025-09-03,Bengaluru,District B,Theft,Not Arrested,Active
2025-09-03,Bengaluru,District A,Theft,Arrested,Solved
2025-09-03,Bengaluru,District D,Vandalism,Not Arrested,Active
2025-09-03,Bengaluru,District C,Theft,Not Arrested,Active
2025-09-03,Bengaluru,District A,Theft,Arrested,Solved
2025-09-04,Bengaluru,District B,Theft,Arrested,Solved
2025-09-04,Bengaluru,District A,Traffic Violation,Arrested,Solved
2025-09-04,Bengaluru,District B,Burglary,Not Arrested,Solved
2025-09-04,Bengaluru,District A,Assault,Arrested,Solved
2025-09-05,Bengaluru,District A,Vandalism,Not Arrested,Active
2025-09-05,Bengaluru,District A,Burglary,Not Arrested,Active
2025-09-05,Bengaluru,District A,Vandalism,Not Arrested,Active
2025-09-05,Bengaluru,District A,Assault,Not Arrested,Active
2025-09-05,Bengaluru,District C,Theft,Arrested,Solved
2025-09-06,Bengaluru,District A,Vandalism,Not Arrested,Active
2025-09-06,Bengaluru,District B,Theft,Not Arrested,Active
2025-09-06,Bengaluru,District B,Vandalism,Not Arrested,Active
2025-09-06,Bengaluru,District A,Theft,Not Arrested,Solved
2025-09-06,Bengaluru,District A,Vandalism,Not Arrested,Active
2025-09-06,Bengaluru,District A,Theft,Not Arrested,Active
2025-09-06,Bengaluru,District B,Theft,Not Arrested,Active
2025-09-06,Bengaluru,District D,Theft,Not Arrested,Active
2025-09-07,Bengaluru,District A,Traffic Violation,Not Arrested,Active
2025-09-07,Bengaluru,District A,Vandalism,Arrested,Solved
2025-09-07,Bengaluru,District B,Traffic Violation,Arrested,Solved
2025-09-07,Bengaluru,District A,Assault,Not Arrested,Active
2025-09-07,Bengaluru,District B,Vandalism,Not Arrested,Active
2025-09-08,Bengaluru,District A,Traffic Violation,Arrested,Solved
2025-09-08,Bengaluru,District C,Theft,Not Arrested,Active
2025-09-08,Bengaluru,District A,Theft,Not Arrested,Active
2025-09-09,Bengaluru,District A,Burglary,Not Arrested,Active
2025-09-09,Bengaluru,District B,Theft,Not Arrested,Active
2025-09-10,Bengaluru,District B,Theft,Not Arrested,Active
2025-09-10,Bengaluru,District A,Traffic Violation,Arrested,Solved
2025-09-10,Bengaluru,District B,Burglary,Not Arrested,Active
2025-09-11,Bengaluru,District A,Theft,Not Arrested,Active
2025-09-11,Bengaluru,District C,Assault,Arrested,Solved
2025-09-11,Bengaluru,District A,Theft,Not Arrested,Active
2025-09-12,Bengaluru,District A,Vandalism,Not Arrested,Active
2025-09-12,Bengaluru,District A,Assault,Not Arrested,Solved
2025-09-12,Bengaluru,District D,Burglary,Not Arrested,Active
2025-09-12,Bengaluru,District A,Vandalism,Not Arrested,Active
2025-09-12,Bengaluru,District A,Theft,Not Arrested,Solved
2025-09-12,Bengaluru,District B,Theft,Not Arrested,Solved
2025-09-12,Bengaluru,District A,Vandalism,Arrested,Solved
2025-09-12,Bengaluru,District A,Theft,Not Arrested,Active
2025-09-12,Bengaluru,District A,Assault,Arrested,Solved
2025-09-12,Bengaluru,District A,Traffic Violation,Arrested,Solved
2025-09-12,Bengaluru,District B,Burglary,Not Arrested,Active
2025-09-12,Bengaluru,District C,Burglary,Not Arrested,Active
2025-09-13,Bengaluru,District C,Vandalism,Not Arrested,Active
2025-09-14,Bengaluru,District A,Vandalism,Not Arrested,Solved
2025-09-14,Bengaluru,District C,Assault,Not Arrested,Active
2025-09-14,Bengaluru,District B,Assault,Arrested,Solved
2025-09-14,Bengaluru,District A,Burglary,Not Arrested,Active
2025-09-15,Bengaluru,District A,Vandalism,Not Arrested,Active
2025-09-15,Bengaluru,District A,Theft,Not Arrested,Solved
2025-09-15,Bengaluru,District B,Assault,Not Arrested,Active
2025-09-16,Bengaluru,District A,Burglary,Not Arrested,Active
2025-09-16,Bengaluru,District C,Traffic Violation,Arrested,Solved
2025-09-16,Bengaluru,District A,Theft,Not Arrested,Active
2025-09-16,Bengaluru,District A,Traffic Violation,Arrested,Solved
2025-09-16,Bengaluru,District A,Vandalism,Not Arrested,Active
2025-09-16,Bengaluru,District B,Assault,Arrested,Solved
2025-09-16,Bengaluru,District A,Theft,Not Arrested,Solved
2025-09-17,Bengaluru,District D,Burglary,Arrested,Solved
2025-09-17,Bengaluru,District C,Traffic Violation,Arrested,Solved
2025-09-17,Bengaluru,District B,Traffic Violation,Arrested,Solved
2025-09-17,Bengaluru,District C,Vandalism,Arrested,Solved
2025-09-17,Bengaluru,District A,Traffic Violation,Arrested,Solved
2025-09-17,Bengaluru,District C,Theft,Not Arrested,Active
2025-09-18,Bengaluru,District B,Assault,Arrested,Solved
2025-09-18,Bengaluru,District C,Theft,Not Arrested,Active
2025-09-18,Bengaluru,District A,Burglary,Not Arrested,Active
2025-09-18,Bengaluru,District B,Traffic Violation,Arrested,Solved
2025-09-18,Bengaluru,District C,Theft,Arrested,Solved
2025-09-18,Bengaluru,District B,Theft,Not Arrested,Active
2025-09-18,Bengaluru,District C,Theft,Not Arrested,Active
2025-09-19,Bengaluru,District A,Theft,Not Arrested,Active
2025-09-19,Bengaluru,District A,Theft,Arrested,Solved
2025-09-19,Bengaluru,District B,Theft,Not Arrested,Active
2025-09-19,Bengaluru,District D,Theft,Arrested,Solved
2025-09-19,Bengaluru,District B,Theft,Not Arrested,Active
2025-09-19,Bengaluru,District B,Theft,Not Arrested,Active
2025-09-19,Bengaluru,District B,Assault,Arrested,Solved
2025-09-19,Bengaluru,District A,Vandalism,Not Arrested,Active
2025-09-19,Bengaluru,District B,Theft,Not Arrested,Active
2025-09-19,Bengaluru,District C,Vandalism,Not Arrested,Solved
2025-09-19,Bengaluru,District B,Theft,Not Arrested,Solved
2025-09-19,Bengaluru,District B,Traffic Violation,Arrested,Solved
2025-09-19,Bengaluru,District C,Assault,Arrested,Solved
2025-09-19,Bengaluru,District B,Theft,Not Arrested,Active
2025-09-19,Bengaluru,District A,Burglary,Not Arrested,Solved
2025-09-19,Bengaluru,District D,Theft,Arrested,Solved
2025-09-20,Bengaluru,District A,Burglary,Not Arrested,Solved
2025-09-20,Bengaluru,District A,Theft,Arrested,Solved
2025-09-20,Bengaluru,District C,Theft,Not Arrested,Active
2025-09-20,Bengaluru,District B,Theft,Not Arrested,Active
2025-09-20,Bengaluru,District A,Vandalism,Arrested,Solved
2025-09-21,Bengaluru,District B,Assault,Not Arrested,Solved
2025-09-21,Bengaluru,District B,Theft,Not Arrested,Active
2025-09-21,Bengaluru,District B,Vandalism,Arrested,Solved
2025-09-21,Bengaluru,District A,Vandalism,Not Arrested,Active
2025-09-21,Bengaluru,District A,Assault,Not Arrested,Active
2025-09-21,Bengaluru,District A,Theft,Not Arrested,Active
2025-09-22,Bengaluru,District A,Vandalism,Not Arrested,Active
2025-09-22,Bengaluru,District A,Vandalism,Not Arrested,Solved
2025-09-23,Bengaluru,District A,Traffic Violation,Arrested,Solved
2025-09-23,Bengaluru,District A,Vandalism,Not Arrested,Active
2025-09-23,Bengaluru,District C,Vandalism,Not Arrested,Active
2025-09-23,Bengaluru,District B,Traffic Violation,Arrested,Solved
2025-09-23,Bengaluru,District B,Assault,Not Arrested,Active
2025-09-23,Bengaluru,District A,Theft,Arrested,Solved
2025-09-24,Bengaluru,District D,Vandalism,Not Arrested,Active
2025-09-24,Bengaluru,District B,Vandalism,Not Arrested,Active
2025-09-24,Bengaluru,District A,Burglary,Not Arrested,Active
2025-09-24,Bengaluru,District C,Theft,Not Arrested,Solved
2025-09-24,Bengaluru,District B,Burglary,Not Arrested,Active
2025-09-24,Bengaluru,District D,Burglary,Arrested,Solved
2025-09-24,Bengaluru,District A,Theft,Not Arrested,Active
2025-09-25,Bengaluru,District B,Burglary,Not Arrested,Solved
2025-09-25,Bengaluru,District D,Assault,Arrested,Solved
2025-09-25,Bengaluru,District B,Assault,Arrested,Solved
2025-09-25,Bengaluru,District B,Assault,Not Arrested,Active
2025-09-25,Bengaluru,District A,Assault,Arrested,Solved
2025-09-25,Bengaluru,District B,Vandalism,Not Arrested,Active
2025-09-26,Bengaluru,District B,Vandalism,Not Arrested,Active
2025-09-26,Bengaluru,District A,Theft,Not Arrested,Active
2025-09-26,Bengaluru,District B,Theft,Not Arrested,Active
2025-09-26,Bengaluru,District A,Theft,Not Arrested,Active
2025-09-26,Bengaluru,District A,Vandalism,Arrested,Solved
2025-09-27,Bengaluru,District D,Theft,Not Arrested,Active
2025-09-27,Bengaluru,District A,Theft,Arrested,Solved
2025-09-27,Bengaluru,District B,Theft,Arrested,Solved
2025-09-27,Bengaluru,District D,Traffic Violation,Arrested,Solved
2025-09-27,Bengaluru,District B,Assault,Arrested,Solved
2025-09-27,Bengaluru,District A,Assault,Arrested,Solved
2025-09-27,Bengaluru,District C,Theft,Not Arrested,Active
2025-09-27,Bengaluru,District A,Theft,Arrested,Solved
2025-09-27,Bengaluru,District B,Theft,Not Arrested,Active
2025-09-27,Bengaluru,District C,Assault,Arrested,Solved
2025-09-27,Bengaluru,District D,Assault,Not Arrested,Active
2025-09-28,Bengaluru,District C,Burglary,Arrested,Solved
2025-09-28,Bengaluru,District A,Theft,Not Arrested,Solved
2025-09-28,Bengaluru,District A,Traffic Violation,Arrested,Solved
2025-09-28,Bengaluru,District D,Theft,Not Arrested,Active
2025-09-28,Bengaluru,District B,Theft,Not Arrested,Solved
2025-09-29,Bengaluru,District A,Theft,Not Arrested,Active
2025-09-30,Bengaluru,District C,Theft,Not Arrested,Active
2025-09-30,Bengaluru,District A,Burglary,Not Arrested,Active
2025-09-30,Bengaluru,District A,Theft,Not Arrested,Active
2025-10-01,Bengaluru,District A,Theft,Not Arrested,Active
2025-10-01,Bengaluru,District A,Vandalism,Arrested,Solved
2025-10-01,Bengaluru,District C,Theft,Not Arrested,Active
2025-10-02,Bengaluru,District B,Vandalism,Not Arrested,Active
2025-10-02,Bengaluru,District A,Assault,Not Arrested,Active
2025-10-03,Bengaluru,District B,Assault,Arrested,Solved
2025-10-03,Bengaluru,District D,Theft,Not Arrested,Active
2025-10-03,Bengaluru,District D,Theft,Not Arrested,Active
2025-10-03,Bengaluru,District A,Theft,Not Arrested,Active
2025-10-04,Bengaluru,District A,Burglary,Not Arrested,Active
2025-10-04,Bengaluru,District B,Traffic Violation,Arrested,Solved
2025-10-04,Bengaluru,District A,Vandalism,Arrested,Solved
2025-10-04,Bengaluru,District A,Theft,Not Arrested,Active
2025-10-04,Bengaluru,District C,Vandalism,Not Arrested,Active
2025-10-04,Bengaluru,District A,Vandalism,Not Arrested,Solved
2025-10-04,Bengaluru,District D,Theft,Not Arrested,Active
2025-10-04,Bengaluru,District C,Vandalism,Not Arrested,Solved
2025-10-04,Bengaluru,District B,Vandalism,Not Arrested,Active
2025-10-04,Bengaluru,District B,Assault,Not Arrested,Active
2025-10-05,Bengaluru,District A,Theft,Not Arrested,Active
2025-10-05,Bengaluru,District A,Vandalism,Not Arrested,Active
2025-10-05,Bengaluru,District A,Assault,Not Arrested,Active
2025-10-05,Bengaluru,District D,Traffic Violation,Arrested,Solved
2025-10-05,Bengaluru,District C,Assault,Arrested,Solved
2025-10-05,Bengaluru,District C,Assault,Arrested,Solved
2025-10-06,Bengaluru,District B,Vandalism,Not Arrested,Active
2025-10-06,Bengaluru,District C,Theft,Not Arrested,Active
2025-10-07,Bengaluru,District C,Assault,Not Arrested,Active
2025-10-07,Bengaluru,District A,Theft,Not Arrested,Active
2025-10-07,Bengaluru,District B,Vandalism,Not Arrested,Active
2025-10-08,Bengaluru,District A,Theft,Not Arrested,Active
2025-10-08,Bengaluru,District A,Theft,Not Arrested,Active
2025-10-08,Bengaluru,District A,Vandalism,Not Arrested,Active
2025-10-09,Bengaluru,District D,Theft,Not Arrested,Active
2025-10-10,Bengaluru,District C,Theft,Not Arrested,Active
2025-10-10,Bengaluru,District B,Traffic Violation,Arrested,Solved
2025-10-10,Bengaluru,District B,Vandalism,Arrested,Solved
2025-10-10,Bengaluru,District A,Theft,Not Arrested,Active
2025-10-10,Bengaluru,District A,Theft,Not Arrested,Solved
2025-10-10,Bengaluru,District A,Assault,Arrested,Solved
2025-10-11,Bengaluru,District A,Theft,Not Arrested,Active
2025-10-11,Bengaluru,District D,Burglary,Not Arrested,Active
2025-10-11,Bengaluru,District B,Theft,Not Arrested,Active
2025-10-11,Bengaluru,District A,Theft,Not Arrested,Active
2025-10-11,Bengaluru,District C,Vandalism,Not Arrested,Active
2025-10-11,Bengaluru,District B,Theft,Not Arrested,Active
2025-10-11,Bengaluru,District A,Assault,Not Arrested,Active
2025-10-11,Bengaluru,District B,Theft,Not Arrested,Active
2025-10-11,Bengaluru,District A,Vandalism,Not Arrested,Active
2025-10-11,Bengaluru,District A,Vandalism,Arrested,Solved
2025-10-12,Bengaluru,District C,Traffic Violation,Arrested,Solved
2025-10-12,Bengaluru,District C,Traffic Violation,Arrested,Solved
2025-10-12,Bengaluru,District B,Traffic Violation,Arrested,Solved
2025-10-12,Bengaluru,District B,Theft,Not Arrested,Active
2025-10-12,Bengaluru,District A,Vandalism,Not Arrested,Active
2025-10-12,Bengaluru,District B,Vandalism,Not Arrested,Solved
2025-10-12,Bengaluru,District C,Theft,Not Arrested,Solved
2025-10-13,Bengaluru,District D,Vandalism,Not Arrested,Active
2025-10-13,Bengaluru,District A,Vandalism,Not Arrested,Active
2025-10-13,Bengaluru,District C,Theft,Arrested,Solved
2025-10-13,Bengaluru,District B,Burglary,Not Arrested,Solved
2025-10-13,Bengaluru,District B,Theft,Not Arrested,Active
2025-10-13,Bengaluru,District D,Vandalism,Not Arrested,Active
2025-10-13,Bengaluru,District A,Assault,Arrested,Solved
2025-10-14,Bengaluru,District A,Theft,Not Arrested,Active
2025-10-14,Bengaluru,District B,Vandalism,Not Arrested,Active
2025-10-14,Bengaluru,District A,Vandalism,Not Arrested,Active
2025-10-15,Bengaluru,District A,Traffic Violation,Arrested,Solved
2025-10-15,Bengaluru,District A,Assault,Arrested,Solved
2025-10-15,Bengaluru,District B,Burglary,Arrested,Solved
2025-10-15,Bengaluru,District A,Theft,Not Arrested,Active
2025-10-15,Bengaluru,District B,Burglary,Not Arrested,Active
2025-10-16,Bengaluru,District C,Burglary,Not Arrested,Active
2025-10-16,Bengaluru,District A,Assault,Not Arrested,Active
2025-10-16,Bengaluru,District B,Theft,Not Arrested,Active
2025-10-17,Bengaluru,District A,Vandalism,Not Arrested,Active
2025-10-17,Bengaluru,District A,Theft,Arrested,Solved
2025-10-17,Bengaluru,District A,Traffic Violation,Arrested,Solved
2025-10-18,Bengaluru,District B,Theft,Not Arrested,Active
2025-10-18,Bengaluru,District C,Traffic Violation,Arrested,Solved
2025-10-18,Bengaluru,District C,Theft,Not Arrested,Solved
2025-10-18,Bengaluru,District A,Vandalism,Not Arrested,Active
2025-10-18,Bengaluru,District A,Theft,Not Arrested,Active
2025-10-18,Bengaluru,District A,Theft,Not Arrested,Active
2025-10-19,Bengaluru,District C,Vandalism,Not Arrested,Active
2025-10-19,Bengaluru,District B,Theft,Not Arrested,Active
2025-10-19,Bengaluru,District A,Vandalism,Not Arrested,Active
2025-10-19,Bengaluru,District C,Vandalism,Not Arrested,Active
2025-10-19,Bengaluru,District B,Vandalism,Not Arrested,Active
2025-10-19,Bengaluru,District C,Vandalism,Arrested,Solved
2025-10-20,Bengaluru,District A,Theft,Not Arrested,Active
2025-10-20,Bengaluru,District A,Vandalism,Not Arrested,Active
2025-10-20,Bengaluru,District A,Assault,Arrested,Solved
2025-10-20,Bengaluru,District A,Theft,Not Arrested,Active
2025-10-21,Bengaluru,District C,Theft,Not Arrested,Active
2025-10-21,Bengaluru,District B,Theft,Not Arrested,Active
2025-10-22,Bengaluru,District B,Burglary,Not Arrested,Active
2025-10-22,Bengaluru,District C,Burglary,Not Arrested,Active
2025-10-23,Bengaluru,District C,Vandalism,Not Arrested,Active
2025-10-23,Bengaluru,District C,Burglary,Not Arrested,Active
2025-10-24,Bengaluru,District C,Theft,Not Arrested,Active
2025-10-24,Bengaluru,District A,Vandalism,Arrested,Solved
2025-10-24,Bengaluru,District A,Assault,Arrested,Solved
2025-10-24,Bengaluru,District A,Theft,Not Arrested,Active
2025-10-24,Bengaluru,District C,Theft,Not Arrested,Solved
2025-10-24,Bengaluru,District A,Traffic Violation,Arrested,Solved
2025-10-24,Bengaluru,District A,Theft,Not Arrested,Active
2025-10-25,Bengaluru,District A,Theft,Not Arrested,Solved
2025-10-25,Bengaluru,District B,Vandalism,Not Arrested,Active
2025-10-25,Bengaluru,District D,Assault,Not Arrested,Active
2025-10-26,Bengaluru,District A,Assault,Not Arrested,Active
2025-10-26,Bengaluru,District B,Burglary,Not Arrested,Active
2025-10-26,Bengaluru,District B,Theft,Not Arrested,Active
2025-10-26,Bengaluru,District A,Theft,Not Arrested,Active
2025-10-27,Bengaluru,District B,Vandalism,Not Arrested,Active
2025-10-27,Bengaluru,District C,Burglary,Not Arrested,Solved
2025-10-27,Bengaluru,District B,Theft,Not Arrested,Solved
2025-10-27,Bengaluru,District C,Theft,Not Arrested,Active
2025-10-28,Bengaluru,District A,Burglary,Not Arrested,Active
2025-10-28,Bengaluru,District B,Assault,Not Arrested,Active
2025-10-29,Bengaluru,District A,Theft,Not Arrested,Active
2025-10-29,Bengaluru,District D,Vandalism,Not Arrested,Active
2025-10-30,Bengaluru,District A,Theft,Not Arrested,Active
2025-10-30,Bengaluru,District B,Traffic Violation,Arrested,Solved
2025-10-30,Bengaluru,District A,Theft,Not Arrested,Solved
2025-10-30,Bengaluru,District B,Vandalism,Not Arrested,Solved
2025-10-31,Bengaluru,District D,Vandalism,Not Arrested,Active
2025-10-31,Bengaluru,District B,Assault,Not Arrested,Active
2025-10-31,Bengaluru,District C,Burglary,Arrested,Solved
2025-10-31,Bengaluru,District B,Assault,Arrested,Solved
2025-11-01,Bengaluru,District C,Assault,Not Arrested,Active
2025-11-01,Bengaluru,District D,Theft,Not Arrested,Active
2025-11-01,Bengaluru,District A,Assault,Not Arrested,Active
2025-11-01,Bengaluru,District A,Vandalism,Arrested,Solved
2025-11-02,Bengaluru,District D,Theft,Not Arrested,Active
2025-11-02,Bengaluru,District A,Theft,Arrested,Solved
2025-11-02,Bengaluru,District D,Theft,Not Arrested,Active
2025-11-02,Bengaluru,District A,Assault,Arrested,Solved
2025-11-03,Bengaluru,District C,Traffic Violation,Arrested,Solved
2025-11-04,Bengaluru,District B,Assault,Arrested,Solved
2025-11-05,Bengaluru,District A,Assault,Not Arrested,Active
2025-11-05,Bengaluru,District A,Burglary,Not Arrested,Active
2025-11-05,Bengaluru,District A,Theft,Not Arrested,Active
2025-11-05,Bengaluru,District A,Vandalism,Arrested,Solved
2025-11-05,Bengaluru,District B,Burglary,Not Arrested,Active
2025-11-06,Bengaluru,District B,Assault,Arrested,Solved
2025-11-06,Bengaluru,District B,Theft,Not Arrested,Active
2025-11-07,Bengaluru,District C,Theft,Not Arrested,Active
2025-11-07,Bengaluru,District C,Theft,Not Arrested,Active
2025-11-07,Bengaluru,District B,Vandalism,Not Arrested,Active
2025-11-07,Bengaluru,District A,Theft,Not Arrested,Active
2025-11-07,Bengaluru,District A,Theft,Not Arrested,Active
2025-11-07,Bengaluru,District C,Assault,Not Arrested,Active
2025-11-07,Bengaluru,District D,Vandalism,Not Arrested,Active
2025-11-07,Bengaluru,District A,Theft,Arrested,Solved
2025-11-07,Bengaluru,District D,Assault,Not Arrested,Active
2025-11-08,Bengaluru,District B,Assault,Arrested,Solved
2025-11-08,Bengaluru,District D,Burglary,Not Arrested,Active
2025-11-08,Bengaluru,District A,Assault,Arrested,Solved
2025-11-08,Bengaluru,District A,Vandalism,Not Arrested,Active
2025-11-09,Bengaluru,District C,Assault,Not Arrested,Active
2025-11-09,Bengaluru,District C,Theft,Not Arrested,Active
2025-11-09,Bengaluru,District A,Traffic Violation,Not Arrested,Active
2025-11-09,Bengaluru,District C,Vandalism,Not Arrested,Active
2025-11-09,Bengaluru,District A,Vandalism,Not Arrested,Active
2025-11-09,Bengaluru,District A,Burglary,Not Arrested,Active
2025-11-10,Bengaluru,District B,Theft,Not Arrested,Active
2025-11-10,Bengaluru,District B,Theft,Not Arrested,Active
2025-11-11,Bengaluru,District A,Theft,Not Arrested,Active
2025-11-11,Bengaluru,District C,Theft,Not Arrested,Active
2025-11-11,Bengaluru,District A,Theft,Not Arrested,Active
2025-11-11,Bengaluru,District A,Vandalism,Arrested,Solved
2025-11-12,Bengaluru,District D,Theft,Not Arrested,Active
2025-11-12,Bengaluru,District A,Assault,Arrested,Solved
2025-11-12,Bengaluru,District A,Assault,Arrested,Solved
2025-11-13,Bengaluru,District B,Theft,Arrested,Solved
2025-11-13,Bengaluru,District A,Theft,Not Arrested,Active
2025-11-14,Bengaluru,District A,Assault,Not Arrested,Solved
2025-11-14,Bengaluru,District A,Theft,Not Arrested,Active
2025-11-14,Bengaluru,District B,Burglary,Not Arrested,Active
2025-11-14,Bengaluru,District A,Traffic Violation,Arrested,Solved
2025-11-15,Bengaluru,District B,Vandalism,Not Arrested,Active
2025-11-15,Bengaluru,District A,Traffic Violation,Arrested,Solved
2025-11-15,Bengaluru,District B,Traffic Violation,Arrested,Solved
2025-11-15,Bengaluru,District C,Theft,Not Arrested,Active
2025-11-15,Bengaluru,District D,Vandalism,Not Arrested,Active
2025-11-15,Bengaluru,District A,Vandalism,Not Arrested,Active
2025-11-15,Bengaluru,District A,Theft,Arrested,Solved
2025-11-15,Bengaluru,District A,Traffic Violation,Arrested,Solved
2025-11-15,Bengaluru,District A,Theft,Not Arrested,Active
2025-11-16,Bengaluru,District B,Traffic Violation,Arrested,Solved
2025-11-16,Bengaluru,District A,Vandalism,Not Arrested,Active
2025-11-16,Bengaluru,District A,Traffic Violation,Arrested,Solved
2025-11-16,Bengaluru,District B,Vandalism,Not Arrested,Active
2025-11-16,Bengaluru,District D,Burglary,Not Arrested,Active
2025-11-16,Bengaluru,District D,Traffic Violation,Arrested,Solved
2025-11-17,Bengaluru,District C,Burglary,Not Arrested,Active
2025-11-17,Bengaluru,District C,Traffic Violation,Arrested,Solved
2025-11-17,Bengaluru,District A,Vandalism,Not Arrested,Active
2025-11-17,Bengaluru,District A,Burglary,Not Arrested,Active
2025-11-18,Bengaluru,District A,Traffic Violation,Arrested,Solved
2025-11-18,Bengaluru,District B,Vandalism,Not Arrested,Active
2025-11-18,Bengaluru,District A,Burglary,Not Arrested,Active
2025-11-18,Bengaluru,District A,Theft,Not Arrested,Active
2025-11-19,Bengaluru,District B,Theft,Not Arrested,Active
2025-11-19,Bengaluru,District A,Theft,Not Arrested,Active
2025-11-20,Bengaluru,District B,Vandalism,Arrested,Solved
2025-11-21,Bengaluru,District B,Theft,Not Arrested,Active
2025-11-21,Bengaluru,District A,Theft,Arrested,Solved
2025-11-21,Bengaluru,District B,Traffic Violation,Arrested,Solved
2025-11-21,Bengaluru,District B,Theft,Not Arrested,Active
2025-11-21,Bengaluru,District C,Vandalism,Not Arrested,Active
2025-11-22,Bengaluru,District B,Theft,Not Arrested,Active
2025-11-22,Bengaluru,District A,Burglary,Not Arrested,Active
2025-11-22,Bengaluru,District A,Theft,Not Arrested,Active
2025-11-22,Bengaluru,District B,Traffic Violation,Arrested,Solved
2025-11-22,Bengaluru,District C,Assault,Not Arrested,Active
2025-11-23,Bengaluru,District B,Theft,Not Arrested,Active
2025-11-23,Bengaluru,District B,Assault,Arrested,Solved
2025-11-23,Bengaluru,District D,Theft,Not Arrested,Active
2025-11-23,Bengaluru,District C,Vandalism,Not Arrested,Active
2025-11-23,Bengaluru,District A,Assault,Not Arrested,Active
2025-11-24,Bengaluru,District A,Burglary,Not Arrested,Active
2025-11-24,Bengaluru,District B,Assault,Arrested,Solved
2025-11-24,Bengaluru,District A,Theft,Not Arrested,Active
2025-11-24,Bengaluru,District A,Vandalism,Arrested,Solved
2025-11-24,Bengaluru,District A,Traffic Violation,Arrested,Solved
2025-11-24,Bengaluru,District C,Theft,Not Arrested,Active
2025-11-25,Bengaluru,District C,Vandalism,Arrested,Solved
2025-11-25,Bengaluru,District B,Vandalism,Arrested,Solved
2025-11-25,Bengaluru,District A,Vandalism,Not Arrested,Active
2025-11-26,Bengaluru,District C,Vandalism,Not Arrested,Active
2025-11-26,Bengaluru,District C,Theft,Not Arrested,Active
2025-11-27,Bengaluru,District B,Theft,Not Arrested,Active
2025-11-27,Bengaluru,District A,Vandalism,Not Arrested,Active
2025-11-27,Bengaluru,District A,Burglary,Not Arrested,Active
2025-11-28,Bengaluru,District B,Theft,Not Arrested,Active
2025-11-28,Bengaluru,District B,Theft,Not Arrested,Active
2025-11-28,Bengaluru,District D,Traffic Violation,Arrested,Solved
2025-11-28,Bengaluru,District A,Burglary,Not Arrested,Active
2025-11-28,Bengaluru,District A,Theft,Not Arrested,Active
2025-11-29,Bengaluru,District A,Assault,Arrested,Solved
2025-11-29,Bengaluru,District B,Theft,Not Arrested,Active
2025-11-29,Bengaluru,District C,Theft,Not Arrested,Active
2025-11-29,Bengaluru,District C,Theft,Not Arrested,Active
2025-11-29,Bengaluru,District A,Vandalism,Not Arrested,Active
2025-11-29,Bengaluru,District A,Burglary,Not Arrested,Active
2025-11-29,Bengaluru,District A,Theft,Not Arrested,Active
2025-11-29,Bengaluru,District B,Theft,Not Arrested,Active
2025-11-30,Bengaluru,District B,Theft,Not Arrested,Active
2025-11-30,Bengaluru,District A,Burglary,Arrested,Solved
2025-11-30,Bengaluru,District C,Traffic Violation,Arrested,Solved
2025-11-30,Bengaluru,District B,Assault,Arrested,Solved
2025-12-01,Bengaluru,District A,Burglary,Arrested,Solved
2025-12-01,Bengaluru,District B,Vandalism,Not Arrested,Active
2025-12-02,Bengaluru,District B,Vandalism,Not Arrested,Active
2025-12-02,Bengaluru,District B,Assault,Arrested,Solved
