Date,City,Daily_Passengers,Bus_Utilization,Metro_Ridership,Average_Delay,Route_Efficiency
2026-06-17,Mumbai,174233,72.9,104539,14.4,83.5
2026-06-18,Mumbai,183308,64.0,109984,16.3,81.5
2026-06-19,Mumbai,172802,60.5,112321,25.9,75.3
2026-06-20,Mumbai,105814,59.1,63488,8.7,90.4
2026-06-21,Mumbai,105144,49.4,68343,18.9,83.8
2026-06-22,Mumbai,178533,60.1,107119,13.5,80.0
2026-06-23,Mumbai,183597,63.2,110158,14.5,84.6
2026-06-24,Mumbai,184155,54.1,119700,19.4,82.0
2026-06-25,Mumbai,179665,65.0,107799,16.4,80.8
2026-06-26,Mumbai,185269,66.8,120424,17.8,78.9
2026-06-27,Mumbai,101667,57.3,61000,7.6,91.9
2026-06-28,Mumbai,100075,60.8,65048,12.3,84.9
2026-06-29,Mumbai,186158,61.9,111694,14.5,86.0
2026-06-30,Mumbai,175214,62.0,105128,16.8,82.8
2026-07-01,Mumbai,183304,62.0,109982,13.5,84.1
2026-07-02,Mumbai,179593,59.3,107755,15.4,78.1
2026-07-03,Mumbai,180673,55.8,108403,16.8,81.8
2026-07-04,Mumbai,84560,67.0,50736,11.4,81.4
2026-07-05,Mumbai,107755,69.1,64653,10.8,85.8
2026-07-06,Mumbai,177892,60.5,106735,16.5,83.6
2026-07-07,Mumbai,173736,64.5,104241,17.9,80.3
2026-07-08,Mumbai,180664,56.3,108398,17.2,78.5
2026-07-09,Mumbai,175851,69.2,105510,15.3,81.0
2026-07-10,Mumbai,175636,59.3,114163,16.3,82.2
2026-07-11,Mumbai,98337,67.7,63919,16.6,82.8
2026-07-12,Mumbai,101823,64.9,61093,8.8,90.6
2026-07-13,Mumbai,178755,63.3,107253,16.1,78.8
2026-07-14,Mumbai,185814,68.5,111488,15.9,80.6
2026-07-15,Mumbai,185809,70.5,120775,34.0,73.2
2026-07-16,Mumbai,178675,60.5,107205,16.0,81.7
2026-07-17,Mumbai,184575,70.6,110745,14.8,79.4
2026-07-18,Mumbai,94878,68.1,56926,8.7,89.8
2026-07-19,Mumbai,100598,58.2,60358,9.2,88.4
2026-07-20,Mumbai,181008,63.4,108604,15.3,81.3
2026-07-21,Mumbai,182786,65.3,118810,22.0,76.0
2026-07-22,Mumbai,179550,49.6,107730,14.6,81.4
2026-07-23,Mumbai,184241,55.2,110544,13.8,83.7
2026-07-24,Mumbai,182150,66.6,109290,14.7,82.7
2026-07-25,Mumbai,107827,69.2,64696,12.0,86.3
2026-07-26,Mumbai,106134,67.0,63680,6.9,92.4
2026-07-27,Mumbai,185949,63.8,120866,19.6,80.2
2026-07-28,Mumbai,187839,63.6,112703,14.9,84.3
2026-07-29,Mumbai,180545,73.5,108327,15.4,86.8
2026-07-30,Mumbai,177358,55.8,115282,21.2,75.8
2026-07-31,Mumbai,181195,65.1,108717,15.8,79.2
2026-08-01,Mumbai,108814,63.7,70729,13.1,85.9
2026-08-02,Mumbai,97761,66.2,58656,11.8,87.0
2026-08-03,Mumbai,184793,55.2,120115,37.1,64.3
2026-08-04,Mumbai,179731,68.8,107838,12.4,84.8
2026-08-05,Mumbai,179256,55.0,116516,33.8,68.4
2026-08-06,Mumbai,178205,66.6,115833,46.7,53.2
2026-08-07,Mumbai,180809,54.9,117525,21.6,76.7
2026-08-08,Mumbai,107523,59.5,69889,20.8,78.3
2026-08-09,Mumbai,99056,61.7,59433,11.8,82.8
2026-08-10,Mumbai,180120,72.3,108072,14.9,84.1
2026-08-11,Mumbai,174439,68.3,104663,17.7,84.0
2026-08-12,Mumbai,179752,72.8,107851,13.5,87.2
2026-08-13,Mumbai,194896,65.3,116937,16.6,79.8
2026-08-14,Mumbai,176981,58.4,115037,21.0,81.2
2026-08-15,Mumbai,105569,69.4,63341,12.5,84.3
2026-08-16,Mumbai,96967,72.1,58180,9.1,87.0
2026-08-17,Mumbai,185724,58.8,111434,17.5,77.0
2026-08-18,Mumbai,179213,59.6,107527,17.0,77.9
2026-08-19,Mumbai,172407,65.4,112064,26.5,71.0
2026-08-20,Mumbai,184458,64.5,119897,22.0,78.2
2026-08-21,Mumbai,178178,65.5,106906,15.8,84.3
2026-08-22,Mumbai,101437,62.9,65934,26.1,72.2
2026-08-23,Mumbai,98744,59.7,59246,9.2,88.6
2026-08-24,Mumbai,181747,62.6,118135,16.3,82.3
2026-08-25,Mumbai,176922,75.7,106153,13.4,84.9
2026-08-26,Mumbai,179361,62.2,107616,12.1,84.1
2026-08-27,Mumbai,187626,66.4,112575,13.7,82.4
2026-08-28,Mumbai,176748,58.4,106048,13.7,84.2
2026-08-29,Mumbai,96749,65.8,58049,11.6,86.5
2026-08-30,Mumbai,101011,60.2,65657,16.8,79.6
2026-08-31,Mumbai,182090,61.9,109254,14.5,82.4
2026-09-01,Mumbai,182336,65.3,109401,17.2,79.9
2026-09-02,Mumbai,174496,66.7,104697,14.2,85.5
2026-09-03,Mumbai,173043,70.0,103825,14.2,87.8
2026-09-04,Mumbai,185697,64.8,111418,14.4,80.4
2026-09-05,Mumbai,105407,63.2,68514,14.1,80.2
2026-09-06,Mumbai,103782,56.8,62269,10.5,85.1
2026-09-07,Mumbai,177530,56.9,106518,15.6,83.1
2026-09-08,Mumbai,177799,68.1,106679,11.7,86.2
2026-09-09,Mumbai,185300,65.6,111180,15.2,80.0
2026-09-10,Mumbai,172475,57.9,103485,17.4,79.4
2026-09-11,Mumbai,177324,62.6,106394,15.4,82.1
2026-09-12,Mumbai,99618,65.4,59770,10.4,87.9
2026-09-13,Mumbai,97790,70.8,58674,9.7,81.7
2026-09-14,Mumbai,184789,56.9,110873,19.3,83.6
2026-09-15,Mumbai,173197,59.5,103918,18.7,81.1
2026-09-16,Mumbai,180905,78.3,108543,14.8,85.6
2026-09-17,Mumbai,185505,65.3,111303,15.0,79.6
2026-09-18,Mumbai,180736,65.7,108441,14.9,81.1
2026-09-19,Mumbai,97542,64.8,58525,10.2,90.4
2026-09-20,Mumbai,101525,58.8,60915,7.4,89.8
2026-09-21,Mumbai,183223,75.5,109933,16.3,82.5
2026-09-22,Mumbai,179849,67.1,107909,20.3,78.0
2026-09-23,Mumbai,180065,54.5,108039,12.4,86.2
2026-09-24,Mumbai,176791,66.5,106074,18.5,82.0
2026-09-25,Mumbai,176236,52.8,105741,16.4,81.1
2026-09-26,Mumbai,98134,58.2,58880,12.7,83.9
2026-09-27,Mumbai,88803,58.9,53281,9.9,86.6
2026-09-28,Mumbai,174190,58.5,113223,19.0,80.5
2026-09-29,Mumbai,180807,71.7,108484,13.1,80.1
2026-09-30,Mumbai,174457,72.9,113397,25.9,77.6
2026-10-01,Mumbai,177995,62.0,115696,23.6,73.8
2026-10-02,Mumbai,177501,70.8,106500,17.0,81.6
2026-10-03,Mumbai,101047,65.6,60628,9.4,86.7
2026-10-04,Mumbai,103345,55.9,67174,18.0,80.2
2026-10-05,Mumbai,171422,64.1,102853,16.7,79.4
2026-10-06,Mumbai,182914,71.8,109748,16.2,83.8
2026-10-07,Mumbai,183321,63.8,109992,16.6,83.2
2026-10-08,Mumbai,181678,66.1,109006,17.0,79.4
2026-10-09,Mumbai,177696,66.4,106617,16.7,84.2
2026-10-10,Mumbai,102470,68.3,61482,10.9,85.4
2026-10-11,Mumbai,100339,55.2,60203,8.3,93.3
2026-10-12,Mumbai,180796,72.6,108477,13.4,84.3
2026-10-13,Mumbai,184881,52.4,120172,26.6,71.3
2026-10-14,Mumbai,188003,61.3,112801,15.5,81.8
2026-10-15,Mumbai,173618,61.2,104170,13.1,83.5
2026-10-16,Mumbai,179447,66.2,107668,12.6,86.5
2026-10-17,Mumbai,92620,59.0,55572,10.1,87.6
2026-10-18,Mumbai,100965,59.7,65627,19.3,79.3
2026-10-19,Mumbai,176722,53.1,106033,13.6,85.8
2026-10-20,Mumbai,177510,69.8,106506,14.4,83.1
2026-10-21,Mumbai,186729,66.8,112037,15.6,82.7
2026-10-22,Mumbai,176152,69.8,105691,16.1,85.1
2026-10-23,Mumbai,180881,66.0,108528,15.3,79.9
2026-10-24,Mumbai,100504,54.0,60302,9.3,88.8
2026-10-25,Mumbai,96832,51.7,62940,28.9,73.5
2026-10-26,Mumbai,174566,60.7,113467,25.6,76.5
2026-10-27,Mumbai,194191,61.4,116514,12.0,85.6
2026-10-28,Mumbai,177095,70.4,106257,14.5,83.6
2026-10-29,Mumbai,181929,61.2,118253,34.6,69.7
2026-10-30,Mumbai,186962,65.5,112177,16.7,85.4
2026-10-31,Mumbai,92179,77.9,55307,10.0,87.6
2026-11-01,Mumbai,102756,74.4,61653,11.2,89.5
2026-11-02,Mumbai,188760,55.5,122694,20.7,77.3
2026-11-03,Mumbai,178980,56.8,107388,15.5,83.4
2026-11-04,Mumbai,174070,62.4,113145,19.9,79.7
2026-11-05,Mumbai,180011,57.1,108006,14.6,83.4
2026-11-06,Mumbai,180418,64.8,108250,16.0,80.6
2026-11-07,Mumbai,100085,64.5,60051,10.5,89.0
2026-11-08,Mumbai,96024,66.6,62415,17.0,81.0
2026-11-09,Mumbai,180718,63.0,117466,25.5,75.4
2026-11-10,Mumbai,170596,60.0,110887,22.1,76.4
2026-11-11,Mumbai,186293,62.3,121090,20.9,78.2
2026-11-12,Mumbai,178769,71.0,107261,14.7,85.1
2026-11-13,Mumbai,186634,69.6,111980,17.0,80.0
2026-11-14,Mumbai,92629,67.3,55577,12.9,84.7
2026-11-15,Mumbai,96103,65.9,57661,10.5,91.2
2026-11-16,Mumbai,185125,62.6,111075,17.2,84.1
2026-11-17,Mumbai,178279,62.8,106967,14.8,81.6
2026-11-18,Mumbai,179526,57.4,107715,14.2,83.9
2026-11-19,Mumbai,180867,59.4,117563,20.5,79.2
2026-11-20,Mumbai,179799,66.5,107879,14.1,79.4
2026-11-21,Mumbai,102364,60.9,66536,13.0,81.6
2026-11-22,Mumbai,98270,66.9,58962,9.4,84.3
2026-11-23,Mumbai,184601,62.3,110760,12.9,85.3
2026-11-24,Mumbai,181990,59.7,109194,14.1,85.5
2026-11-25,Mumbai,180944,68.4,108566,14.6,84.1
2026-11-26,Mumbai,185424,65.9,111254,15.6,82.0
2026-11-27,Mumbai,185839,59.9,120795,32.1,69.7
2026-11-28,Mumbai,100549,59.2,60329,9.7,88.3
2026-11-29,Mumbai,103597,63.9,62158,13.5,85.4
2026-11-30,Mumbai,184556,67.0,110733,19.1,80.8
2026-12-01,Mumbai,174261,64.4,104556,15.0,85.2
2026-12-02,Mumbai,179121,61.9,116428,28.9,72.8
2026-12-03,Mumbai,183766,64.2,110259,16.8,84.9
2026-12-04,Mumbai,173541,59.6,104124,15.1,80.5
2026-12-05,Mumbai,99410,55.9,59646,10.5,87.8
2026-12-06,Mumbai,90178,63.5,54106,10.2,85.6
2026-12-07,Mumbai,182105,56.2,109263,15.1,84.8
2026-12-08,Mumbai,176503,64.6,114726,21.1,78.5
2026-12-09,Mumbai,178920,71.5,107352,13.0,84.3
2026-12-10,Mumbai,179931,61.2,107958,16.3,81.4
2026-12-11,Mumbai,187922,60.4,122149,24.5,77.0
2026-12-12,Mumbai,89691,52.2,53814,6.6,92.3
2026-12-13,Mumbai,97234,68.6,58340,10.6,85.7
2026-12-14,Mumbai,178573,63.1,116072,21.4,77.6
2026-12-15,Mumbai,174515,62.5,104709,17.2,79.6
2026-12-16,Mumbai,184629,57.8,110777,17.2,81.2
2026-12-17,Mumbai,186862,57.5,112117,13.7,84.0
2026-12-18,Mumbai,174678,58.0,113540,30.1,68.6
2026-12-19,Mumbai,100833,74.8,60499,10.3,86.4
2026-12-20,Mumbai,98609,67.6,59165,13.6,83.0
2026-12-21,Mumbai,182172,73.0,109303,16.6,85.6
2026-12-22,Mumbai,171872,62.8,103123,12.9,85.1
2026-12-23,Mumbai,183133,61.9,109879,12.7,81.9
2026-12-24,Mumbai,174492,72.2,104695,13.2,87.9
2026-12-25,Mumbai,185381,53.4,111228,14.0,79.6
2026-12-26,Mumbai,94261,62.8,56556,11.4,87.2
2026-12-27,Mumbai,104445,58.7,67889,16.8,84.8
2026-12-28,Mumbai,175425,70.6,105255,16.1,81.3
2026-12-29,Mumbai,179493,60.0,107695,12.4,83.3
2026-12-30,Mumbai,180250,64.9,108150,14.1,81.3
2026-12-31,Mumbai,180803,62.5,108481,12.0,84.9
2024-01-01,Bengaluru,91818,66.9,55090,14.6,83.6
2024-01-02,Bengaluru,90702,64.2,54421,15.4,81.9
2024-01-03,Bengaluru,90789,59.0,54473,16.1,80.2
2024-01-04,Bengaluru,92079,64.4,59851,21.4,81.3
2024-01-05,Bengaluru,90908,59.9,54544,17.3,83.1
2024-01-06,Bengaluru,50254,53.6,30152,8.4,90.4
2024-01-07,Bengaluru,48312,74.1,28987,8.1,88.9
2024-01-08,Bengaluru,88456,65.9,53073,15.0,83.7
2024-01-09,Bengaluru,92098,69.6,55258,15.8,79.6
2024-01-10,Bengaluru,86971,56.6,56531,21.7,75.9
2024-01-11,Bengaluru,87977,64.8,52786,15.7,82.5
2024-01-12,Bengaluru,89215,60.8,53529,11.6,87.3
2024-01-13,Bengaluru,45545,56.7,27327,10.2,88.0
2024-01-14,Bengaluru,47300,59.4,28380,10.8,83.5
2024-01-15,Bengaluru,87107,67.4,52264,14.8,80.7
2024-01-16,Bengaluru,90880,50.5,54528,16.2,82.7
2024-01-17,Bengaluru,94017,79.1,56410,17.1,81.6
2024-01-18,Bengaluru,89961,69.8,53976,15.0,80.8
2024-01-19,Bengaluru,87354,58.7,52412,15.1,82.8
2024-01-20,Bengaluru,51905,67.3,31143,8.2,84.3
2024-01-21,Bengaluru,49008,65.2,29404,11.5,84.0
2024-01-22,Bengaluru,92907,61.2,55744,15.5,84.1
2024-01-23,Bengaluru,92138,65.0,55282,12.8,84.6
2024-01-24,Bengaluru,86442,70.4,51865,14.1,83.7
2024-01-25,Bengaluru,89798,55.2,53878,14.0,83.7
2024-01-26,Bengaluru,94667,67.4,61533,22.4,76.3
2024-01-27,Bengaluru,45634,62.4,27380,11.1,84.3
2024-01-28,Bengaluru,47598,58.6,30938,12.0,86.3
2024-01-29,Bengaluru,89364,68.9,53618,14.4,81.2
2024-01-30,Bengaluru,92046,57.8,55227,16.0,81.6
2024-01-31,Bengaluru,88232,66.5,52939,14.7,80.0
2024-02-01,Bengaluru,90450,67.4,54270,14.3,84.4
2024-02-02,Bengaluru,92286,60.0,55371,13.2,84.4
2024-02-03,Bengaluru,46828,62.3,28096,11.3,85.5
2024-02-04,Bengaluru,49292,73.0,29575,9.8,89.4
2024-02-05,Bengaluru,92753,62.6,55651,12.8,85.2
2024-02-06,Bengaluru,92299,58.7,55379,15.4,83.0
2024-02-07,Bengaluru,89317,59.9,53590,14.4,79.7
2024-02-08,Bengaluru,89913,70.5,53947,11.2,86.4
2024-02-09,Bengaluru,90957,59.9,59122,19.4,78.6
2024-02-10,Bengaluru,53573,65.6,32143,10.0,85.9
2024-02-11,Bengaluru,47882,56.6,31123,18.3,81.1
2024-02-12,Bengaluru,88407,67.0,53044,13.6,82.1
2024-02-13,Bengaluru,88903,59.6,53341,13.0,83.6
2024-02-14,Bengaluru,87396,62.6,52437,15.8,84.2
2024-02-15,Bengaluru,89482,68.1,53689,15.7,81.0
2024-02-16,Bengaluru,86185,66.5,51711,17.2,83.0
2024-02-17,Bengaluru,52181,61.3,31308,7.7,90.2
2024-02-18,Bengaluru,48182,65.2,28909,10.5,87.5
2024-02-19,Bengaluru,85267,75.5,51160,15.7,79.8
2024-02-20,Bengaluru,91416,61.7,54849,15.3,84.4
2024-02-21,Bengaluru,87062,64.1,52237,15.3,88.7
2024-02-22,Bengaluru,89155,57.8,53493,13.6,86.8
2024-02-23,Bengaluru,90696,65.2,54417,17.1,80.3
2024-02-24,Bengaluru,51296,57.0,33342,14.8,83.0
2024-02-25,Bengaluru,46255,58.9,27753,9.5,86.5
2024-02-26,Bengaluru,92538,59.2,55522,15.8,82.6
2024-02-27,Bengaluru,88782,66.3,53269,15.0,81.6
2024-02-28,Bengaluru,90241,63.7,54144,14.5,86.0
2024-02-29,Bengaluru,87512,62.2,52507,14.0,86.0
2024-03-01,Bengaluru,87223,68.0,52333,12.1,87.0
2024-03-02,Bengaluru,52912,64.1,31747,10.1,86.5
2024-03-03,Bengaluru,51495,57.2,30897,11.3,84.6
2024-03-04,Bengaluru,95397,63.2,57238,13.6,84.4
2024-03-05,Bengaluru,90891,63.7,54534,11.2,85.2
2024-03-06,Bengaluru,94102,76.5,56461,18.7,80.0
2024-03-07,Bengaluru,92748,64.5,55648,15.1,84.3
2024-03-08,Bengaluru,91701,66.5,55020,14.3,84.1
2024-03-09,Bengaluru,52540,60.9,31524,8.0,87.7
2024-03-10,Bengaluru,50525,68.8,30315,9.8,83.0
2024-03-11,Bengaluru,94681,65.4,56808,15.9,81.0
2024-03-12,Bengaluru,89528,66.5,53716,13.8,83.0
2024-03-13,Bengaluru,89761,60.7,53856,17.3,78.6
2024-03-14,Bengaluru,89001,64.1,53400,14.5,82.1
2024-03-15,Bengaluru,87848,64.0,52708,14.9,83.2
2024-03-16,Bengaluru,49329,63.1,29597,8.1,90.6
2024-03-17,Bengaluru,53024,65.3,31814,9.2,90.0
2024-03-18,Bengaluru,88041,54.8,57226,40.1,67.5
2024-03-19,Bengaluru,90155,63.6,54093,18.2,84.4
2024-03-20,Bengaluru,87990,58.3,52794,14.3,82.1
2024-03-21,Bengaluru,90050,75.5,54030,14.7,81.5
2024-03-22,Bengaluru,85975,62.2,51585,14.9,80.1
2024-03-23,Bengaluru,46719,55.4,28031,11.4,86.1
2024-03-24,Bengaluru,52333,56.0,31399,9.7,87.2
2024-03-25,Bengaluru,82447,62.8,49468,16.9,79.5
2024-03-26,Bengaluru,84069,64.6,54644,15.8,86.2
2024-03-27,Bengaluru,87799,72.6,52679,14.0,85.9
2024-03-28,Bengaluru,95445,62.3,57267,16.9,80.0
2024-03-29,Bengaluru,93384,65.7,56030,16.1,83.6
2024-03-30,Bengaluru,50303,69.3,30181,8.3,86.0
2024-03-31,Bengaluru,50913,67.5,30547,11.4,87.4
2024-04-01,Bengaluru,92539,66.5,55523,15.2,86.7
2024-04-02,Bengaluru,90973,60.4,54583,12.5,86.0
2024-04-03,Bengaluru,90261,64.3,54156,14.7,83.0
2024-04-04,Bengaluru,88632,60.3,53179,14.3,81.2
2024-04-05,Bengaluru,87808,64.3,52684,15.2,83.3
2024-04-06,Bengaluru,52677,62.0,31606,10.0,90.6
2024-04-07,Bengaluru,44314,63.4,26588,13.4,85.6
2024-04-08,Bengaluru,86625,65.7,51975,16.8,83.2
2024-04-09,Bengaluru,91136,64.0,59238,22.0,78.9
2024-04-10,Bengaluru,86956,67.2,52173,15.1,82.7
2024-04-11,Bengaluru,88233,64.8,52939,15.4,83.0
2024-04-12,Bengaluru,89376,73.8,53625,12.5,84.4
2024-04-13,Bengaluru,51426,60.6,30855,9.1,87.4
2024-04-14,Bengaluru,52736,69.8,31641,9.2,86.4
2024-04-15,Bengaluru,89158,63.4,57952,17.4,82.3
2024-04-16,Bengaluru,88763,65.6,53257,14.3,85.3
2024-04-17,Bengaluru,97107,66.1,63119,19.8,82.0
2024-04-18,Bengaluru,89848,52.4,53908,17.0,78.2
2024-04-19,Bengaluru,89669,63.1,53801,18.3,81.8
2024-04-20,Bengaluru,48691,61.5,29214,10.3,83.9
2024-04-21,Bengaluru,48927,57.4,29356,10.7,87.3
2024-04-22,Bengaluru,92091,66.5,55254,12.8,82.5
2024-04-23,Bengaluru,90357,67.1,54214,14.5,81.8
2024-04-24,Bengaluru,90984,72.3,54590,12.0,86.2
2024-04-25,Bengaluru,88667,61.9,53200,18.5,80.2
2024-04-26,Bengaluru,92678,69.5,55606,13.7,83.7
2024-04-27,Bengaluru,43942,65.6,26365,8.2,89.4
2024-04-28,Bengaluru,53098,60.2,31858,9.6,85.1
2024-04-29,Bengaluru,91870,65.3,59715,19.7,75.7
2024-04-30,Bengaluru,87761,57.9,52656,13.1,87.3
2024-05-01,Bengaluru,91535,53.6,59497,26.6,74.2
2024-05-02,Bengaluru,90941,59.1,54564,14.4,83.8
2024-05-03,Bengaluru,84090,65.3,50454,12.9,85.1
2024-05-04,Bengaluru,50110,70.6,30066,12.0,87.5
2024-05-05,Bengaluru,44961,55.2,26976,6.2,88.5
2024-05-06,Bengaluru,88992,62.3,53395,15.9,81.7
2024-05-07,Bengaluru,93828,59.2,60988,20.3,77.0
2024-05-08,Bengaluru,95397,52.0,57238,14.1,83.3
2024-05-09,Bengaluru,91447,63.6,54868,15.1,82.5
2024-05-10,Bengaluru,88879,66.5,53327,16.5,80.0
2024-05-11,Bengaluru,52555,59.0,31533,12.0,86.8
2024-05-12,Bengaluru,45703,57.5,29706,19.3,80.2
2024-05-13,Bengaluru,85265,66.8,51159,12.6,86.7
2024-05-14,Bengaluru,91962,62.1,59775,37.1,63.1
2024-05-15,Bengaluru,90481,67.4,54288,15.0,85.1
2024-05-16,Bengaluru,88891,64.1,53334,14.0,82.3
2024-05-17,Bengaluru,89949,74.3,53969,14.2,87.5
2024-05-18,Bengaluru,48880,57.5,29328,8.2,84.4
2024-05-19,Bengaluru,47319,66.3,28391,10.4,88.5
2024-05-20,Bengaluru,89697,73.1,53818,13.6,84.0
2024-05-21,Bengaluru,90526,58.3,54315,14.9,82.9
2024-05-22,Bengaluru,90586,59.8,58880,22.5,74.2
2024-05-23,Bengaluru,91706,58.4,59608,22.0,74.4
2024-05-24,Bengaluru,90017,64.6,54010,12.2,85.4
2024-05-25,Bengaluru,50169,49.9,30101,9.9,86.5
2024-05-26,Bengaluru,51468,60.4,33454,18.8,79.9
2024-05-27,Bengaluru,91622,68.2,54973,12.0,84.7
2024-05-28,Bengaluru,86021,60.4,51612,16.1,85.4
2024-05-29,Bengaluru,92317,62.3,55390,14.0,83.6
2024-05-30,Bengaluru,88289,71.6,52973,12.2,88.5
2024-05-31,Bengaluru,90890,64.2,54534,16.3,81.7
2024-06-01,Bengaluru,48741,67.7,29244,9.6,87.3
2024-06-02,Bengaluru,47532,68.5,28519,11.0,85.2
2024-06-03,Bengaluru,88087,61.0,57256,24.4,76.8
2024-06-04,Bengaluru,92180,70.5,55308,14.7,81.6
2024-06-05,Bengaluru,89828,63.1,58388,21.1,75.8
2024-06-06,Bengaluru,91601,58.9,54960,15.2,85.1
2024-06-07,Bengaluru,90941,66.5,54564,12.7,85.3
2024-06-08,Bengaluru,44227,59.9,26536,9.2,90.3
2024-06-09,Bengaluru,48785,61.3,29271,8.4,87.3
2024-06-10,Bengaluru,94749,62.5,56849,15.0,82.9
2024-06-11,Bengaluru,86895,67.6,52137,14.6,82.5
2024-06-12,Bengaluru,92309,53.3,60000,18.1,80.6
2024-06-13,Bengaluru,85671,55.1,55686,18.7,81.7
2024-06-14,Bengaluru,82909,57.6,49745,14.4,83.8
2024-06-15,Bengaluru,46606,75.9,27963,10.5,86.3
2024-06-16,Bengaluru,49224,66.6,29534,11.7,84.4
2024-06-17,Bengaluru,92637,63.0,55582,12.6,86.8
2024-06-18,Bengaluru,91379,67.3,54827,13.9,83.8
2024-06-19,Bengaluru,86537,69.7,51922,14.4,82.6
2024-06-20,Bengaluru,88174,65.0,52904,16.4,78.6
2024-06-21,Bengaluru,88767,78.9,57698,31.7,71.0
2024-06-22,Bengaluru,51405,63.5,30843,12.4,82.6
2024-06-23,Bengaluru,53212,65.4,31927,8.6,90.5
2024-06-24,Bengaluru,86154,62.6,51692,19.7,76.8
2024-06-25,Bengaluru,88081,67.4,52848,12.3,84.1
2024-06-26,Bengaluru,88990,69.7,53394,15.2,86.3
2024-06-27,Bengaluru,92099,62.4,55259,15.5,82.7
2024-06-28,Bengaluru,91826,64.7,55095,11.5,86.1
2024-06-29,Bengaluru,50761,58.0,32994,19.4,80.5
2024-06-30,Bengaluru,47355,64.1,28413,12.1,84.7
2024-07-01,Bengaluru,91227,64.8,59297,15.6,82.9
2024-07-02,Bengaluru,92158,62.6,55294,12.7,86.9
2024-07-03,Bengaluru,87649,69.8,52589,15.3,86.0
2024-07-04,Bengaluru,91089,58.9,54653,17.3,82.7
2024-07-05,Bengaluru,87439,68.7,52463,16.0,82.6
2024-07-06,Bengaluru,46189,58.8,30022,22.2,75.9
2024-07-07,Bengaluru,44751,58.9,26850,10.6,85.3
2024-07-08,Bengaluru,86542,71.6,56252,17.9,81.1
2024-07-09,Bengaluru,91580,58.0,59527,20.5,76.0
2024-07-10,Bengaluru,93379,71.2,56027,15.9,82.4
2024-07-11,Bengaluru,83964,67.1,50378,12.6,84.7
2024-07-12,Bengaluru,91598,61.0,54958,14.8,80.9
2024-07-13,Bengaluru,52198,68.2,31318,11.5,85.5
2024-07-14,Bengaluru,52042,69.0,31225,10.0,84.7
2024-07-15,Bengaluru,87883,60.6,52729,18.8,84.1
2024-07-16,Bengaluru,89560,65.5,53736,15.5,82.2
2024-07-17,Bengaluru,90509,60.4,54305,13.5,83.3
2024-07-18,Bengaluru,93815,71.1,56289,14.3,86.8
2024-07-19,Bengaluru,93322,57.6,55993,15.9,81.9
2024-07-20,Bengaluru,50890,67.6,33078,17.4,79.2
2024-07-21,Bengaluru,46593,59.3,27955,8.8,87.3
2024-07-22,Bengaluru,92733,53.3,55639,18.7,84.0
2024-07-23,Bengaluru,89940,73.7,53964,14.2,86.7
2024-07-24,Bengaluru,87487,65.6,52492,14.7,80.7
2024-07-25,Bengaluru,95755,65.1,57453,14.3,82.0
2024-07-26,Bengaluru,89983,64.1,53989,18.7,83.0
2024-07-27,Bengaluru,51924,63.9,33750,15.2,78.4
2024-07-28,Bengaluru,50773,65.2,30463,9.1,88.6
2024-07-29,Bengaluru,89938,71.1,53962,15.3,82.1
2024-07-30,Bengaluru,89429,60.5,58128,21.6,76.6
2024-07-31,Bengaluru,90043,62.2,54025,15.8,84.7
2024-08-01,Bengaluru,87086,60.5,56605,42.6,60.7
2024-08-02,Bengaluru,89313,61.0,53587,14.0,83.3
2024-08-03,Bengaluru,45176,55.0,29364,13.1,81.7
2024-08-04,Bengaluru,48191,50.9,31324,30.8,68.5
2024-08-05,Bengaluru,91025,71.6,54615,17.4,81.4
2024-08-06,Bengaluru,94561,64.2,56736,12.1,85.5
2024-08-07,Bengaluru,89633,62.7,53779,16.5,81.5
2024-08-08,Bengaluru,92965,62.6,55779,15.0,79.4
2024-08-09,Bengaluru,91421,60.5,59423,19.5,83.9
2024-08-10,Bengaluru,52354,56.1,31412,8.0,86.6
2024-08-11,Bengaluru,48647,68.6,31620,17.2,82.6
2024-08-12,Bengaluru,89479,60.5,53687,14.2,83.5
2024-08-13,Bengaluru,91608,60.9,54964,13.5,83.4
2024-08-14,Bengaluru,92249,68.1,59961,24.7,77.1
2024-08-15,Bengaluru,90928,67.7,54556,14.3,85.7
2024-08-16,Bengaluru,88993,54.4,53395,14.4,80.2
2024-08-17,Bengaluru,55462,70.2,33277,9.4,86.5
2024-08-18,Bengaluru,53193,61.3,31915,14.6,82.1
2024-08-19,Bengaluru,90207,69.2,54124,13.5,84.0
2024-08-20,Bengaluru,90488,57.4,58817,21.6,75.2
2024-08-21,Bengaluru,83186,55.9,49911,14.8,83.7
2024-08-22,Bengaluru,87843,66.5,52705,17.4,81.8
2024-08-23,Bengaluru,91832,57.0,59690,21.1,77.9
2024-08-24,Bengaluru,49641,50.5,32266,15.2,85.4
2024-08-25,Bengaluru,44395,65.0,26637,12.1,81.4
2024-08-26,Bengaluru,96075,69.1,57645,15.7,84.2
2024-08-27,Bengaluru,89633,62.0,53779,11.4,85.1
2024-08-28,Bengaluru,89795,65.2,53877,16.4,77.1
2024-08-29,Bengaluru,86737,62.6,52042,16.0,81.5
2024-08-30,Bengaluru,92841,67.1,55704,14.9,82.7
2024-08-31,Bengaluru,51492,58.3,33469,16.8,80.8
