Date,City,Electricity_Consumption,Renewable_Energy_Percent,Peak_Usage,Residential_Consumption,Commercial_Consumption,Industrial_Consumption
2025-07-07,Bengaluru,3663.0,57.2,220.7,1282.0,1282.0,1098.9
2025-07-08,Bengaluru,4281.7,60.5,266.3,1498.6,1498.6,1284.5
2025-07-09,Bengaluru,4351.6,53.0,265.9,1523.1,1523.1,1305.5
2025-07-10,Bengaluru,4482.4,60.1,289.0,1568.8,1568.8,1344.7
2025-07-11,Bengaluru,4097.2,62.1,232.9,1434.0,1434.0,1229.1
2025-07-12,Bengaluru,3800.5,58.5,221.7,1330.2,1330.2,1140.2
2025-07-13,Bengaluru,3722.9,65.3,201.8,1303.0,1303.0,1116.9
2025-07-14,Bengaluru,3942.4,63.5,231.3,1379.8,1379.8,1182.7
2025-07-15,Bengaluru,4110.6,54.0,260.1,1438.7,1438.7,1233.2
2025-07-16,Bengaluru,4162.6,61.8,236.7,1456.9,1456.9,1248.8
2025-07-17,Bengaluru,5316.4,57.6,323.2,1860.7,1860.7,1594.9
2025-07-18,Bengaluru,3734.7,59.2,226.6,1307.1,1307.1,1120.4
2025-07-19,Bengaluru,4526.5,58.7,284.6,1584.3,1584.3,1358.0
2025-07-20,Bengaluru,4943.0,64.7,292.3,1730.1,1730.1,1482.9
2025-07-21,Bengaluru,3955.3,62.0,229.6,1384.3,1384.3,1186.6
2025-07-22,Bengaluru,3184.0,53.8,189.9,1114.4,1114.4,955.2
2025-07-23,Bengaluru,4350.7,56.2,266.7,1522.7,1522.7,1305.2
2025-07-24,Bengaluru,3371.8,56.4,199.6,1180.1,1180.1,1011.5
2025-07-25,Bengaluru,3606.3,58.7,215.5,1262.2,1262.2,1081.9
2025-07-26,Bengaluru,3784.3,62.4,208.6,1324.5,1324.5,1135.3
2025-07-27,Bengaluru,3301.6,56.2,181.0,1155.6,1155.6,990.5
2025-07-28,Bengaluru,4024.0,61.4,257.8,1408.4,1408.4,1207.2
2025-07-29,Bengaluru,3590.2,51.7,211.9,1256.6,1256.6,1077.0
2025-07-30,Bengaluru,4206.8,58.6,252.9,1472.4,1472.4,1262.0
2025-07-31,Bengaluru,4574.6,61.8,261.5,1601.1,1601.1,1372.4
2025-08-01,Bengaluru,2963.6,58.7,184.2,1037.3,1037.3,889.1
2025-08-02,Bengaluru,3485.6,61.1,212.9,1220.0,1220.0,1045.7
2025-08-03,Bengaluru,3796.6,64.4,231.3,1328.8,1328.8,1139.0
2025-08-04,Bengaluru,3307.5,65.0,212.3,1157.6,1157.6,992.2
2025-08-05,Bengaluru,4859.1,56.8,279.2,1700.7,1700.7,1457.7
2025-08-06,Bengaluru,3995.9,60.6,230.3,1398.6,1398.6,1198.8
2025-08-07,Bengaluru,4225.2,64.8,252.0,1478.8,1478.8,1267.5
2025-08-08,Bengaluru,3745.6,63.1,204.0,1310.9,1310.9,1123.7
2025-08-09,Bengaluru,3855.9,62.5,215.6,1349.6,1349.6,1156.8
2025-08-10,Bengaluru,3071.7,58.5,187.2,1075.1,1075.1,921.5
2025-08-11,Bengaluru,3017.3,56.8,181.5,1056.1,1056.1,905.2
2025-08-12,Bengaluru,4572.3,61.2,250.2,1600.3,1600.3,1371.7
2025-08-13,Bengaluru,3145.6,63.2,176.3,1101.0,1101.0,943.7
2025-08-14,Bengaluru,2928.7,63.0,171.5,1025.1,1025.1,878.6
2025-08-15,Bengaluru,3793.0,54.0,227.9,1327.5,1327.5,1137.9
2025-08-16,Bengaluru,2971.5,66.2,171.2,1040.0,1040.0,891.4
2025-08-17,Bengaluru,3512.9,56.1,211.9,1229.5,1229.5,1053.9
2025-08-18,Bengaluru,3865.5,55.3,238.5,1352.9,1352.9,1159.7
2025-08-19,Bengaluru,3633.6,61.2,227.8,1271.7,1271.7,1090.1
2025-08-20,Bengaluru,3810.9,64.5,234.8,1333.8,1333.8,1143.3
2025-08-21,Bengaluru,4182.5,57.4,260.8,1463.9,1463.9,1254.7
2025-08-22,Bengaluru,3706.5,61.7,211.0,1297.3,1297.3,1112.0
2025-08-23,Bengaluru,3181.3,56.6,188.4,1113.5,1113.5,954.4
2025-08-24,Bengaluru,3361.5,61.6,188.0,1176.5,1176.5,1008.5
2025-08-25,Bengaluru,3813.1,63.9,236.4,1334.6,1334.6,1143.9
2025-08-26,Bengaluru,2818.1,61.4,171.5,986.3,986.3,845.4
2025-08-27,Bengaluru,3241.4,56.3,176.8,1134.5,1134.5,972.4
2025-08-28,Bengaluru,3495.2,60.6,210.3,1223.3,1223.3,1048.6
2025-08-29,Bengaluru,3425.4,61.3,221.1,1198.9,1198.9,1027.6
2025-08-30,Bengaluru,3597.6,64.7,208.0,1259.2,1259.2,1079.3
2025-08-31,Bengaluru,4328.0,65.2,251.0,1514.8,1514.8,1298.4
2025-09-01,Bengaluru,4357.6,57.7,261.7,1525.2,1525.2,1307.3
2025-09-02,Bengaluru,3652.2,58.3,218.3,1278.3,1278.3,1095.6
2025-09-03,Bengaluru,3016.4,58.1,182.6,1055.7,1055.7,904.9
2025-09-04,Bengaluru,3650.7,56.5,200.2,1277.7,1277.7,1095.2
2025-09-05,Bengaluru,3479.3,60.7,207.6,1217.7,1217.7,1043.8
2025-09-06,Bengaluru,3352.5,62.8,207.9,1173.4,1173.4,1005.7
2025-09-07,Bengaluru,3169.0,65.2,173.8,1109.2,1109.2,950.7
2025-09-08,Bengaluru,3135.2,55.9,198.5,1097.3,1097.3,940.5
2025-09-09,Bengaluru,4345.3,53.1,275.8,1520.9,1520.9,1303.6
2025-09-10,Bengaluru,3753.0,68.9,234.6,1313.6,1313.6,1125.9
2025-09-11,Bengaluru,2913.0,62.2,187.3,1019.5,1019.5,873.9
2025-09-12,Bengaluru,3270.1,60.1,207.3,1144.5,1144.5,981.0
2025-09-13,Bengaluru,3209.3,57.7,174.2,1123.3,1123.3,962.8
2025-09-14,Bengaluru,3250.1,61.0,178.0,1137.5,1137.5,975.0
2025-09-15,Bengaluru,3120.2,59.1,190.8,1092.1,1092.1,936.1
2025-09-16,Bengaluru,3826.9,61.1,237.9,1339.4,1339.4,1148.1
2025-09-17,Bengaluru,3088.9,57.4,180.9,1081.1,1081.1,926.7
2025-09-18,Bengaluru,3740.1,63.4,236.4,1309.0,1309.0,1122.0
2025-09-19,Bengaluru,4022.5,59.4,221.1,1407.9,1407.9,1206.8
2025-09-20,Bengaluru,3187.9,54.5,180.8,1115.8,1115.8,956.4
2025-09-21,Bengaluru,2798.1,68.0,170.7,979.3,979.3,839.4
2025-09-22,Bengaluru,2835.1,53.9,177.4,992.3,992.3,850.5
2025-09-23,Bengaluru,3347.3,65.8,186.0,1171.5,1171.5,1004.2
2025-09-24,Bengaluru,3094.1,60.9,177.3,1082.9,1082.9,928.2
2025-09-25,Bengaluru,3214.3,63.4,187.2,1125.0,1125.0,964.3
2025-09-26,Bengaluru,3040.4,56.8,191.0,1064.2,1064.2,912.1
2025-09-27,Bengaluru,4023.3,60.2,240.2,1408.1,1408.1,1207.0
2025-09-28,Bengaluru,3338.1,57.6,201.4,1168.3,1168.3,1001.4
2025-09-29,Bengaluru,3153.7,60.6,177.2,1103.8,1103.8,946.1
2025-09-30,Bengaluru,2851.7,58.2,176.9,998.1,998.1,855.5
2025-10-01,Bengaluru,3063.8,59.0,181.0,1072.3,1072.3,919.1
2025-10-02,Bengaluru,2762.3,60.6,170.9,966.8,966.8,828.7
2025-10-03,Bengaluru,3773.7,62.2,226.6,1320.8,1320.8,1132.1
2025-10-04,Bengaluru,2696.6,61.4,157.8,943.8,943.8,809.0
2025-10-05,Bengaluru,3107.6,54.3,175.1,1087.7,1087.7,932.3
2025-10-06,Bengaluru,2835.4,59.7,172.2,992.4,992.4,850.6
2025-10-07,Bengaluru,3021.0,64.6,164.6,1057.3,1057.3,906.3
2025-10-08,Bengaluru,3142.2,65.0,189.4,1099.8,1099.8,942.7
2025-10-09,Bengaluru,2901.5,64.9,174.9,1015.5,1015.5,870.4
2025-10-10,Bengaluru,3019.4,61.5,164.7,1056.8,1056.8,905.8
2025-10-11,Bengaluru,3058.3,63.5,178.5,1070.4,1070.4,917.5
2025-10-12,Bengaluru,3208.2,60.5,174.0,1122.9,1122.9,962.5
2025-10-13,Bengaluru,2949.2,54.1,178.6,1032.2,1032.2,884.8
2025-10-14,Bengaluru,3088.3,58.5,192.9,1080.9,1080.9,926.5
2025-10-15,Bengaluru,3149.7,65.8,186.6,1102.4,1102.4,944.9
2025-10-16,Bengaluru,2997.0,55.1,166.8,1049.0,1049.0,899.1
2025-10-17,Bengaluru,3112.3,58.3,200.2,1089.3,1089.3,933.7
2025-10-18,Bengaluru,3238.4,57.7,188.6,1133.4,1133.4,971.5
2025-10-19,Bengaluru,2885.9,64.4,186.2,1010.1,1010.1,865.8
2025-10-20,Bengaluru,2899.8,65.9,185.5,1014.9,1014.9,869.9
2025-10-21,Bengaluru,2941.1,55.9,167.4,1029.4,1029.4,882.3
2025-10-22,Bengaluru,2991.6,59.5,178.6,1047.1,1047.1,897.5
2025-10-23,Bengaluru,3264.5,68.4,202.2,1142.6,1142.6,979.4
2025-10-24,Bengaluru,3149.4,66.0,172.0,1102.3,1102.3,944.8
2025-10-25,Bengaluru,3047.3,65.2,185.3,1066.6,1066.6,914.2
2025-10-26,Bengaluru,3044.2,64.7,178.4,1065.5,1065.5,913.3
2025-10-27,Bengaluru,3017.8,63.7,168.6,1056.2,1056.2,905.3
2025-10-28,Bengaluru,3186.5,59.2,177.7,1115.3,1115.3,955.9
2025-10-29,Bengaluru,3253.7,55.8,206.9,1138.8,1138.8,976.1
2025-10-30,Bengaluru,2812.2,65.2,180.6,984.3,984.3,843.6
2025-10-31,Bengaluru,2990.0,61.9,167.0,1046.5,1046.5,897.0
2025-11-01,Bengaluru,3002.3,62.1,184.3,1050.8,1050.8,900.7
2025-11-02,Bengaluru,2968.4,62.2,184.2,1038.9,1038.9,890.5
2025-11-03,Bengaluru,3226.6,60.1,208.1,1129.3,1129.3,968.0
2025-11-04,Bengaluru,2964.1,61.7,161.3,1037.4,1037.4,889.2
2025-11-05,Bengaluru,3303.0,57.7,183.5,1156.0,1156.0,990.9
2025-11-06,Bengaluru,3159.0,58.6,193.4,1105.7,1105.7,947.7
2025-11-07,Bengaluru,3092.3,66.9,192.0,1082.3,1082.3,927.7
2025-11-08,Bengaluru,3067.7,64.5,190.2,1073.7,1073.7,920.3
2025-11-09,Bengaluru,3096.5,69.3,179.4,1083.8,1083.8,929.0
2025-11-10,Bengaluru,3104.7,64.9,180.5,1086.7,1086.7,931.4
2025-11-11,Bengaluru,3171.2,56.4,186.7,1109.9,1109.9,951.4
2025-11-12,Bengaluru,3138.5,62.1,175.7,1098.5,1098.5,941.6
2025-11-13,Bengaluru,3021.4,61.9,169.2,1057.5,1057.5,906.4
2025-11-14,Bengaluru,3053.4,60.1,186.3,1068.7,1068.7,916.0
2025-11-15,Bengaluru,3008.1,62.0,186.0,1052.8,1052.8,902.4
2025-11-16,Bengaluru,3237.3,66.4,192.6,1133.0,1133.0,971.2
2025-11-17,Bengaluru,3179.4,57.8,179.1,1112.8,1112.8,953.8
2025-11-18,Bengaluru,3327.7,58.3,182.6,1164.7,1164.7,998.3
2025-11-19,Bengaluru,3103.1,59.0,175.6,1086.1,1086.1,930.9
2025-11-20,Bengaluru,3050.1,58.7,180.2,1067.5,1067.5,915.0
2025-11-21,Bengaluru,2915.4,64.1,174.4,1020.4,1020.4,874.6
2025-11-22,Bengaluru,2993.6,60.6,192.5,1047.8,1047.8,898.1
2025-11-23,Bengaluru,3420.4,61.7,199.3,1197.1,1197.1,1026.1
2025-11-24,Bengaluru,3078.6,58.8,190.1,1077.5,1077.5,923.6
2025-11-25,Bengaluru,3163.3,58.9,193.7,1107.2,1107.2,949.0
2025-11-26,Bengaluru,2956.2,61.6,177.4,1034.7,1034.7,886.9
2025-11-27,Bengaluru,3061.4,58.8,183.6,1071.5,1071.5,918.4
2025-11-28,Bengaluru,2942.0,65.2,172.6,1029.7,1029.7,882.6
2025-11-29,Bengaluru,2977.1,62.5,190.8,1042.0,1042.0,893.1
2025-11-30,Bengaluru,3110.4,56.5,171.0,1088.6,1088.6,933.1
2025-12-01,Bengaluru,3069.1,69.0,191.1,1074.2,1074.2,920.7
2025-12-02,Bengaluru,3006.1,57.7,178.3,1052.1,1052.1,901.8
2025-12-03,Bengaluru,3267.0,62.1,190.3,1143.4,1143.4,980.1
2025-12-04,Bengaluru,2913.8,60.0,163.1,1019.8,1019.8,874.1
2025-12-05,Bengaluru,3256.3,60.4,207.0,1139.7,1139.7,976.9
2025-12-06,Bengaluru,2839.8,70.7,177.0,993.9,993.9,851.9
2025-12-07,Bengaluru,2912.7,61.3,182.9,1019.4,1019.4,873.8
2025-12-08,Bengaluru,2843.2,57.5,164.6,995.1,995.1,853.0
2025-12-09,Bengaluru,3109.9,63.8,172.5,1088.5,1088.5,933.0
2025-12-10,Bengaluru,2902.1,60.6,164.2,1015.7,1015.7,870.6
2025-12-11,Bengaluru,2955.9,63.0,176.4,1034.6,1034.6,886.8
2025-12-12,Bengaluru,3089.6,59.1,199.5,1081.3,1081.3,926.9
2025-12-13,Bengaluru,3164.2,63.2,184.0,1107.5,1107.5,949.3
2025-12-14,Bengaluru,3050.9,66.0,176.8,1067.8,1067.8,915.3
2025-12-15,Bengaluru,3048.1,62.6,180.2,1066.8,1066.8,914.4
2025-12-16,Bengaluru,3010.3,62.7,191.2,1053.6,1053.6,903.1
2025-12-17,Bengaluru,2861.0,63.7,172.5,1001.3,1001.3,858.3
2025-12-18,Bengaluru,2962.6,65.8,165.9,1036.9,1036.9,888.8
2025-12-19,Bengaluru,3054.5,58.5,191.8,1069.1,1069.1,916.3
2025-12-20,Bengaluru,3278.1,62.2,179.2,1147.3,1147.3,983.4
2025-12-21,Bengaluru,3088.0,65.7,191.9,1080.8,1080.8,926.4
2025-12-22,Bengaluru,3076.0,66.3,176.0,1076.6,1076.6,922.8
2025-12-23,Bengaluru,2877.2,58.3,167.9,1007.0,1007.0,863.2
2025-12-24,Bengaluru,3220.1,60.7,176.1,1127.0,1127.0,966.0
2025-12-25,Bengaluru,3029.6,60.5,174.6,1060.4,1060.4,908.9
2025-12-26,Bengaluru,3073.2,64.9,173.3,1075.6,1075.6,922.0
2025-12-27,Bengaluru,2800.6,59.0,162.5,980.2,980.2,840.2
2025-12-28,Bengaluru,2865.1,60.4,167.3,1002.8,1002.8,859.5
2025-12-29,Bengaluru,2959.3,60.0,179.9,1035.8,1035.8,887.8
2025-12-30,Bengaluru,3028.9,61.8,187.2,1060.1,1060.1,908.7
2025-12-31,Bengaluru,3054.2,57.7,192.1,1069.0,1069.0,916.3
2026-01-01,Bengaluru,3269.7,63.3,207.4,1144.4,1144.4,980.9
2026-01-02,Bengaluru,3325.9,53.8,208.6,1164.1,1164.1,997.8
2026-01-03,Bengaluru,3137.9,63.7,200.4,1098.3,1098.3,941.4
2026-01-04,Bengaluru,2901.5,67.1,182.9,1015.5,1015.5,870.5
2026-01-05,Bengaluru,2846.2,61.5,160.3,996.2,996.2,853.9
2026-01-06,Bengaluru,3122.5,60.4,185.0,1092.9,1092.9,936.8
2026-01-07,Bengaluru,3036.4,61.8,173.7,1062.7,1062.7,910.9
2026-01-08,Bengaluru,3308.0,64.1,180.4,1157.8,1157.8,992.4
2026-01-09,Bengaluru,3307.7,67.1,187.2,1157.7,1157.7,992.3
2026-01-10,Bengaluru,3155.0,60.6,185.6,1104.3,1104.3,946.5
2026-01-11,Bengaluru,3166.7,68.8,185.3,1108.3,1108.3,950.0
2026-01-12,Bengaluru,3173.4,59.1,181.8,1110.7,1110.7,952.0
2026-01-13,Bengaluru,3164.3,68.1,180.5,1107.5,1107.5,949.3
2026-01-14,Bengaluru,3337.5,60.0,199.7,1168.1,1168.1,1001.3
2026-01-15,Bengaluru,3110.0,66.5,176.5,1088.5,1088.5,933.0
2026-01-16,Bengaluru,3085.5,66.4,169.1,1079.9,1079.9,925.6
2026-01-17,Bengaluru,2972.8,66.4,171.1,1040.5,1040.5,891.8
2026-01-18,Bengaluru,2868.1,64.4,164.6,1003.8,1003.8,860.4
2026-01-19,Bengaluru,3228.4,63.0,201.3,1129.9,1129.9,968.5
2026-01-20,Bengaluru,3080.7,67.5,171.9,1078.2,1078.2,924.2
2026-01-21,Bengaluru,2974.6,64.0,167.6,1041.1,1041.1,892.4
2026-01-22,Bengaluru,3012.1,66.6,165.2,1054.3,1054.3,903.6
2026-01-23,Bengaluru,3012.7,70.9,191.7,1054.4,1054.4,903.8
2026-01-24,Bengaluru,3093.2,68.3,181.0,1082.6,1082.6,928.0
2026-01-25,Bengaluru,2891.9,68.0,156.9,1012.2,1012.2,867.6
2026-01-26,Bengaluru,3087.1,62.3,183.6,1080.5,1080.5,926.1
2026-01-27,Bengaluru,3180.0,60.8,187.7,1113.0,1113.0,954.0
2026-01-28,Bengaluru,3190.4,73.8,196.3,1116.7,1116.7,957.1
2026-01-29,Bengaluru,2918.0,61.6,176.6,1021.3,1021.3,875.4
2026-01-30,Bengaluru,3146.8,59.3,187.7,1101.4,1101.4,944.0
2026-01-31,Bengaluru,2971.8,69.8,179.8,1040.1,1040.1,891.5
2026-02-01,Bengaluru,2984.3,61.5,171.0,1044.5,1044.5,895.3
2026-02-02,Bengaluru,2951.2,62.1,179.2,1032.9,1032.9,885.4
2026-02-03,Bengaluru,3012.4,72.3,189.5,1054.3,1054.3,903.7
2026-02-04,Bengaluru,2981.7,66.2,179.3,1043.6,1043.6,894.5
2026-02-05,Bengaluru,2965.2,59.8,180.8,1037.8,1037.8,889.6
2026-02-06,Bengaluru,3474.3,58.4,219.8,1216.0,1216.0,1042.3
2026-02-07,Bengaluru,2976.0,63.4,189.9,1041.6,1041.6,892.8
2026-02-08,Bengaluru,3323.8,62.8,189.2,1163.3,1163.3,997.1
2026-02-09,Bengaluru,3344.5,66.5,185.9,1170.6,1170.6,1003.4
2026-02-10,Bengaluru,3296.7,70.1,198.2,1153.9,1153.9,989.0
2026-02-11,Bengaluru,3120.4,66.6,192.9,1092.2,1092.2,936.1
2026-02-12,Bengaluru,2894.3,65.7,160.8,1013.0,1013.0,868.3
2026-02-13,Bengaluru,3306.9,61.9,201.2,1157.4,1157.4,992.1
2026-02-14,Bengaluru,3459.7,66.5,189.8,1210.9,1210.9,1037.9
2026-02-15,Bengaluru,2983.2,63.3,185.5,1044.1,1044.1,895.0
2026-02-16,Bengaluru,3359.1,59.9,194.7,1175.7,1175.7,1007.7
2026-02-17,Bengaluru,2980.4,63.6,162.1,1043.1,1043.1,894.1
2026-02-18,Bengaluru,3056.7,63.3,175.6,1069.8,1069.8,917.0
2026-02-19,Bengaluru,3245.7,69.4,189.7,1136.0,1136.0,973.7
2026-02-20,Bengaluru,3209.0,65.0,179.1,1123.1,1123.1,962.7
2026-02-21,Bengaluru,3169.1,64.5,173.6,1109.2,1109.2,950.7
2026-02-22,Bengaluru,3088.5,59.1,177.3,1081.0,1081.0,926.6
2026-02-23,Bengaluru,2895.9,60.9,157.4,1013.6,1013.6,868.8
2026-02-24,Bengaluru,3038.8,61.2,181.9,1063.6,1063.6,911.6
2026-02-25,Bengaluru,3291.3,64.7,211.4,1152.0,1152.0,987.4
2026-02-26,Bengaluru,2903.6,64.5,177.8,1016.3,1016.3,871.1
2026-02-27,Bengaluru,3103.1,60.2,198.2,1086.1,1086.1,930.9
2026-02-28,Bengaluru,3274.4,66.7,208.8,1146.0,1146.0,982.3
2026-03-01,Bengaluru,3377.4,69.1,183.5,1182.1,1182.1,1013.2
2026-03-02,Bengaluru,3275.4,61.2,186.1,1146.4,1146.4,982.6
2026-03-03,Bengaluru,3426.0,60.0,213.9,1199.1,1199.1,1027.8
2026-03-04,Bengaluru,3073.4,67.0,197.0,1075.7,1075.7,922.0
2026-03-05,Bengaluru,3096.3,71.2,188.6,1083.7,1083.7,928.9
2026-03-06,Bengaluru,2992.1,66.6,162.1,1047.2,1047.2,897.6
2026-03-07,Bengaluru,3052.0,68.6,168.7,1068.2,1068.2,915.6
2026-03-08,Bengaluru,2934.5,64.8,172.0,1027.1,1027.1,880.3
2026-03-09,Bengaluru,2851.1,61.8,178.3,997.9,997.9,855.3
2026-03-10,Bengaluru,2968.6,70.2,161.7,1039.0,1039.0,890.6
2026-03-11,Bengaluru,3213.4,64.3,204.3,1124.7,1124.7,964.0
2026-03-12,Bengaluru,3132.8,64.8,186.5,1096.5,1096.5,939.8
2026-03-13,Bengaluru,3347.2,64.4,184.4,1171.5,1171.5,1004.1
2026-03-14,Bengaluru,3412.0,67.7,220.1,1194.2,1194.2,1023.6
2026-03-15,Bengaluru,2975.0,60.5,189.0,1041.2,1041.2,892.5
2026-03-16,Bengaluru,3253.2,61.1,201.0,1138.6,1138.6,976.0
2026-03-17,Bengaluru,3247.7,65.1,204.1,1136.7,1136.7,974.3
2026-03-18,Bengaluru,3001.9,63.3,191.2,1050.7,1050.7,900.6
2026-03-19,Bengaluru,3181.1,69.4,195.3,1113.4,1113.4,954.3
2026-03-20,Bengaluru,2973.2,64.1,170.7,1040.6,1040.6,892.0
2026-03-21,Bengaluru,3464.4,70.5,213.3,1212.6,1212.6,1039.3
2026-03-22,Bengaluru,3190.3,57.5,175.2,1116.6,1116.6,957.1
2026-03-23,Bengaluru,3355.0,61.4,208.1,1174.3,1174.3,1006.5
2026-03-24,Bengaluru,3057.8,61.8,197.4,1070.2,1070.2,917.3
2026-03-25,Bengaluru,3177.4,67.3,199.0,1112.1,1112.1,953.2
2026-03-26,Bengaluru,3142.4,57.6,192.6,1099.9,1099.9,942.7
2026-03-27,Bengaluru,4055.8,63.9,229.0,1419.5,1419.5,1216.7
2026-03-28,Bengaluru,3144.9,58.6,189.8,1100.7,1100.7,943.5
2026-03-29,Bengaluru,3031.6,66.0,164.3,1061.0,1061.0,909.5
2026-03-30,Bengaluru,2449.1,55.2,155.3,857.2,857.2,734.7
2026-03-31,Bengaluru,3021.2,71.7,174.0,1057.4,1057.4,906.4
2026-04-01,Bengaluru,3028.0,70.4,166.2,1059.8,1059.8,908.4
2026-04-02,Bengaluru,3536.5,65.1,207.6,1237.8,1237.8,1061.0
2026-04-03,Bengaluru,2844.6,56.2,166.6,995.6,995.6,853.4
2026-04-04,Bengaluru,3029.6,63.8,183.5,1060.4,1060.4,908.9
2026-04-05,Bengaluru,3051.5,62.3,182.9,1068.0,1068.0,915.4
2026-04-06,Bengaluru,3211.4,60.8,193.8,1124.0,1124.0,963.4
2026-04-07,Bengaluru,3245.1,64.3,195.4,1135.8,1135.8,973.5
2026-04-08,Bengaluru,3092.2,60.7,192.8,1082.3,1082.3,927.7
2026-04-09,Bengaluru,2914.0,57.4,166.0,1019.9,1019.9,874.2
2026-04-10,Bengaluru,3728.2,67.7,208.2,1304.9,1304.9,1118.5
2026-04-11,Bengaluru,2679.6,60.6,169.0,937.9,937.9,803.9
2026-04-12,Bengaluru,3207.1,69.1,192.6,1122.5,1122.5,962.1
2026-04-13,Bengaluru,3180.9,65.8,186.0,1113.3,1113.3,954.3
2026-04-14,Bengaluru,3754.0,59.8,227.5,1313.9,1313.9,1126.2
2026-04-15,Bengaluru,3042.6,70.2,172.6,1064.9,1064.9,912.8
2026-04-16,Bengaluru,2982.8,68.2,183.8,1044.0,1044.0,894.8
2026-04-17,Bengaluru,3477.4,69.7,208.4,1217.1,1217.1,1043.2
2026-04-18,Bengaluru,3620.8,67.6,221.7,1267.3,1267.3,1086.2
2026-04-19,Bengaluru,3175.3,66.9,197.4,1111.4,1111.4,952.6
2026-04-20,Bengaluru,3176.2,61.8,194.6,1111.7,1111.7,952.9
2026-04-21,Bengaluru,3010.0,55.7,169.8,1053.5,1053.5,903.0
2026-04-22,Bengaluru,2913.5,65.1,180.4,1019.7,1019.7,874.0
2026-04-23,Bengaluru,3090.2,63.8,167.7,1081.6,1081.6,927.0
2026-04-24,Bengaluru,2886.4,64.6,167.3,1010.2,1010.2,865.9
2026-04-25,Bengaluru,3625.7,61.0,203.4,1269.0,1269.0,1087.7
2026-04-26,Bengaluru,3170.7,60.9,173.9,1109.7,1109.7,951.2
2026-04-27,Bengaluru,3003.7,62.7,163.0,1051.3,1051.3,901.1
2026-04-28,Bengaluru,3564.7,69.4,195.9,1247.6,1247.6,1069.4
2026-04-29,Bengaluru,2896.1,65.0,178.2,1013.6,1013.6,868.8
2026-04-30,Bengaluru,2810.2,69.3,163.1,983.6,983.6,843.1
2026-05-01,Bengaluru,2858.8,67.9,155.1,1000.6,1000.6,857.7
2026-05-02,Bengaluru,3233.3,66.9,185.0,1131.7,1131.7,970.0
2026-05-03,Bengaluru,3201.9,63.5,195.7,1120.7,1120.7,960.6
2026-05-04,Bengaluru,2954.9,61.5,167.7,1034.2,1034.2,886.5
2026-05-05,Bengaluru,3034.3,62.2,181.1,1062.0,1062.0,910.3
2026-05-06,Bengaluru,3501.3,65.4,223.0,1225.5,1225.5,1050.4
2026-05-07,Bengaluru,4028.4,60.9,251.3,1409.9,1409.9,1208.5
2026-05-08,Bengaluru,3145.5,64.6,192.4,1100.9,1100.9,943.7
2026-05-09,Bengaluru,3305.4,71.3,183.4,1156.9,1156.9,991.6
2026-05-10,Bengaluru,3972.4,68.7,230.7,1390.3,1390.3,1191.7
2026-05-11,Bengaluru,3195.4,64.5,200.9,1118.4,1118.4,958.6
2026-05-12,Bengaluru,3986.3,63.6,223.7,1395.2,1395.2,1195.9
2026-05-13,Bengaluru,3003.4,59.1,181.3,1051.2,1051.2,901.0
2026-05-14,Bengaluru,3656.7,54.7,230.2,1279.9,1279.9,1097.0
2026-05-15,Bengaluru,3805.3,64.0,213.3,1331.9,1331.9,1141.6
2026-05-16,Bengaluru,2745.7,64.2,175.4,961.0,961.0,823.7
2026-05-17,Bengaluru,4091.1,58.2,233.7,1431.9,1431.9,1227.3
2026-05-18,Bengaluru,3860.7,68.5,214.4,1351.3,1351.3,1158.2
2026-05-19,Bengaluru,3650.0,67.4,211.8,1277.5,1277.5,1095.0
2026-05-20,Bengaluru,3870.6,63.2,235.8,1354.7,1354.7,1161.2
2026-05-21,Bengaluru,4584.9,65.9,253.2,1604.7,1604.7,1375.5
2026-05-22,Bengaluru,4183.5,67.0,227.8,1464.2,1464.2,1255.1
2026-05-23,Bengaluru,3254.7,58.8,204.1,1139.1,1139.1,976.4
2026-05-24,Bengaluru,3555.0,65.3,218.1,1244.2,1244.2,1066.5
2026-05-25,Bengaluru,3057.0,61.5,167.1,1070.0,1070.0,917.1
2026-05-26,Bengaluru,3678.8,59.3,230.8,1287.6,1287.6,1103.6
2026-05-27,Bengaluru,3966.2,64.6,232.5,1388.2,1388.2,1189.8
2026-05-28,Bengaluru,3637.7,65.2,233.2,1273.2,1273.2,1091.3
2026-05-29,Bengaluru,3481.1,57.3,221.6,1218.4,1218.4,1044.3
2026-05-30,Bengaluru,4211.9,61.1,251.0,1474.2,1474.2,1263.6
2026-05-31,Bengaluru,4841.0,63.2,290.7,1694.3,1694.3,1452.3
2026-06-01,Bengaluru,3449.1,67.6,192.9,1207.2,1207.2,1034.7
2026-06-02,Bengaluru,3016.4,62.8,172.3,1055.7,1055.7,904.9
2026-06-03,Bengaluru,4017.2,62.0,230.3,1406.0,1406.0,1205.1
2026-06-04,Bengaluru,3729.1,66.4,211.7,1305.2,1305.2,1118.7
2026-06-05,Bengaluru,4312.2,53.7,236.3,1509.3,1509.3,1293.6
2026-06-06,Bengaluru,4212.1,58.7,237.9,1474.2,1474.2,1263.6
2026-06-07,Bengaluru,3484.3,66.0,200.1,1219.5,1219.5,1045.3
2026-06-08,Bengaluru,4504.7,68.1,286.8,1576.6,1576.6,1351.4
2026-06-09,Bengaluru,3841.8,63.5,210.0,1344.6,1344.6,1152.5
